,Cues,Targets,Sample Size,Count,Part of Speech,Synonym
64,CAUTION,WARNING,95,89,N,True
65,FEMALE,WOMAN,95,93,N,True
66,FLEA,INSECT,95,59,N,True
67,GRADUATE,SCHOLAR,95,13,N,True
68,SHUT,CLOSE,95,80,N,True
69,STOP,RED,95,2,AJ,True
70,FREQUENT,COMMON,95,10,N,True
71,CIGAR,SMOKE,95,59,N,True
72,BURIAL,FUNERAL,95,94,N,True
73,MEND,REPAIR,95,89,N,True
74,SEPARATE,DIVIDE,95,86,N,True
75,STARS,GALAXY,95,77,N,True
76,EYEBALL,OCULAR,95,2,N,True
77,STRICT,RIGID,95,34,N,True
78,CUSS,CURSE,95,1,N,True
79,ALARM,ALERT,95,75,N,True
80,BRAKE,STOP,95,81,N,True
81,ABILITY,TALENT,95,62,N,True
82,BLUFF,DECEIVE,95,37,N,True
83,OUTCOME,RESULT,95,95,N,True
84,MINK,FUR,95,94,N,True
85,FORBIDDEN,PROHIBIT,95,10,N,True
86,ASTEROID,METEOR,95,78,N,True
87,JOY,HAPPINESS,95,93,N,True
88,ACQUIRE,OBTAIN,95,48,N,True
89,ECONOMY,FINANCE,95,59,N,True
90,FLOAT,DRIFT,95,49,N,True
91,PLAYING,GAME,95,66,N,True
92,BOIL,STERILIZE,95,1,N,True
93,DOMAIN,WEBSITE,95,19,N,True
94,INCLINE,HILL,95,20,N,True
95,ANXIOUS,WORRIED,95,76,N,True
96,BRANDY,LIQUOR,95,83,N,True
97,RECIPE,INSTRUCTION,95,21,N,True
98,SUN,STAR,95,54,N,True
99,FRIENDSHIP,COMPANIONSHIP,95,52,N,True
100,CREW,SAILOR,95,77,N,True
101,LEVER,PULLEY,95,43,N,True
102,FACTORY,INDUSTRIAL,95,38,N,False
103,NEIGHBOR,FRIEND,95,67,N,True
104,IMAGINATION,CREATIVE,95,4,N,False
105,SEASON,AUTUMN,95,29,N,True
106,RURAL,FARM,95,23,N,False
107,CORPORAL,SOLDIER,95,40,N,True
108,ROPE,LASSO,95,9,N,True
109,HAUNT,GHOST,95,77,N,True
110,SECURE,PROTECT,95,18,N,True
111,SURFACE,EXTERIOR,95,34,N,True
112,CALIFORNIA,LA,95,4,N,True
113,FLUSH,TOILET,95,61,N,True
114,STRANGE,WEIRD,95,8,AJ,True
115,CONSIDER,THINK,95,52,N,True
116,ROOF,CEILING,95,48,N,True
117,DANGEROUS,HAZARDOUS,95,19,N,True
118,IMPORTANT,SIGNIFICANT,95,38,N,True
119,LIGHT,ILLUMINATE,95,7,N,True
120,KING,MONARCH,95,80,N,True
121,ANGLE,PERSPECTIVE,95,50,N,True
122,POPCORN,SNACK,95,77,N,True
123,SUICIDE,DEATH,95,38,N,True
124,PENCIL,DRAW,95,25,N,True
125,PEANUT BUTTER,SPREAD,95,12,N,False
126,DIRECT,GUIDE,95,41,N,True
127,INSURANCE,COVER,95,4,N,True
128,SOUTHERN,DIXIE,95,72,N,False
129,ATTACK,ASSAULT,95,48,N,True
130,CLERK,RECEPTIONIST,95,1,N,True
131,ACTIVITY,HOBBY,95,29,N,True
132,BOND,CONNECTION,95,32,N,True
133,FRIGHTENED,SCARED,95,81,N,True
134,ENTERTAINMENT,SHOWBIZ,95,25,N,False
135,FLEA,PARASITE,95,21,N,True
136,GRADUATE,ALUMNI,95,7,N,True
137,STOP,HALT,95,76,N,True
138,FREQUENT,REGULAR,95,45,N,True
139,CUSS,SWEAR,95,91,N,True
140,BLUFF,DECEPTION,95,14,N,True
141,FORBIDDEN,TABOO,95,21,N,True
142,ECONOMY,TRADE,95,23,N,True
143,FLOAT,BUOY,95,3,N,True
144,BOIL,HEAT,95,32,N,True
145,INCLINE,SLOPE,95,53,N,True
146,RECIPE,INSTRUCTIONS,95,13,N,True
147,INVENT,INNOVATE,95,12,N,True
148,FACTORY,MANUFACTURE,95,6,N,True
149,LIVING,BREATHING,95,11,N,True
150,PRIM,FORMAL,95,3,N,True
151,CORPORAL,MILITARY,95,30,N,True
152,ASSUME,BELIEVE,95,33,N,True
153,DISCOURAGE,DISSUADE,95,13,N,True
154,ROPE,KNOT,95,59,N,True
155,CALIFORNIA,HOLLYWOOD,95,50,N,True
156,SAVE,PROTECT,95,5,N,True
157,CATERPILLAR,INSECT,95,7,N,True
158,FLUSH,EXCRETE,95,1,N,True
159,DANGEROUS,RISKY,95,33,AJ,True
160,IMPORTANT,CRITICAL,95,11,N,True
161,FIN,GILL,95,1,N,True
162,FISHING,CATCH,95,3,N,True
163,DIRECT,COMMAND,95,14,N,True
164,ATTACK,STRIKE,95,11,N,True
165,CLERK,ASSISTANT,95,8,N,True
166,ACTIVITY,SPORT,95,16,N,True
167,POLICE,ARREST,95,5,N,True
168,BOND,AGREEMENT,95,2,N,True
169,BAPTIST,RELIGIOUS,95,9,N,True
170,GRADUATE,DIPLOMA,95,51,N,True
171,STARS,CELESTIAL,95,5,N,False
172,EYEBALL,VISION,95,38,N,True
173,ALARM,WARNING,95,10,N,True
174,ABILITY,CAPABILITY,95,7,N,True
175,ASTEROID,SPACE,95,8,N,True
176,ACQUIRE,ACQUISITION,95,1,N,False
177,FLOAT,BUBBLE,95,1,N,True
178,RECIPE,COOKBOOK,95,21,N,True
179,SUN,HEAT,95,3,N,True
180,RELIABLE,DEPENDABLE,95,3,N,True
181,FACTORY,MANUFACTURING,95,15,N,True
182,NEIGHBOR,PASSERBY,95,1,N,True
183,PRIM,MODEST,95,4,N,True
184,RURAL,COUNTRYSIDE,95,52,N,False
185,BRIEF,SHORT,95,27,AJ,True
186,SURFACE,LAYER,95,1,N,True
187,EDGE,SHARP,95,5,N,True
188,CALIFORNIA,STATE,95,1,N,True
189,STRAP,BELT,95,53,N,True
190,IMPORTANT,VALUABLE,95,1,N,True
191,BULLY,INTIMIDATE,95,8,N,True
192,KING,QUEEN,95,8,N,True
193,FIN,FLIPPER,95,7,N,True
194,PENCIL,WRITE,95,23,V,True
195,INSURANCE,PROTECTION,95,48,N,True
196,SOUTHERN,SOUTH,95,1,N,True
197,ACTIVITY,SPORTS,95,2,N,True
198,BOND,BINDING,95,1,N,True
199,GRADUATE,DEGREE,95,12,N,True
200,EYEBALL,IRIS,95,8,N,True
201,FORBIDDEN,PROHIBITED,95,41,N,True
202,ACQUIRE,GAIN,95,5,N,True
203,FLOAT,SWIM,95,12,N,True
204,DOMAIN,TERRITORY,95,53,N,True
205,INCLINE,RISE,95,4,N,True
206,BRANDY,ALCOHOL,95,7,N,True
207,RECIPE,COOK,95,2,N,True
208,LEVER,PUSH,95,7,N,True
209,DENT,TOOTHACHE,95,6,N,True
210,SEASON,SUMMER,95,4,N,True
211,SURFACE,SHELL,95,2,N,True
212,EDGE,CLIFF,95,11,N,True
213,CALIFORNIA,LOS ANGELES,95,6,N,False
214,BASIC,SIMPLE,95,11,N,True
215,DANGEROUS,RISK,95,9,N,False
216,IMPORTANT,CRUCIAL,95,27,N,True
217,BULLY,TORMENT,95,6,N,True
218,LIGHT,BRIGHTNESS,95,20,N,True
219,PENCIL,STATIONERY,95,1,N,True
220,PEANUT BUTTER,JAM,95,9,N,False
221,INSURANCE,GUARANTEE,95,1,N,True
222,SOUTHERN,SOUTHERN,95,3,N,True
223,ATTACK,FIGHT,95,2,N,True
224,POLICE,LAW,95,7,N,True
225,BOND,RELATIONSHIP,95,10,N,True
226,FRIGHTENED,AFRAID,95,3,N,True
227,FREEZE,ICE,95,35,N,True
228,FREQUENT,OFTEN,95,28,ADV,False
229,STRICT,DISCIPLINARIAN,95,1,N,False
230,BLUFF,PRETEND,95,8,N,True
231,BOIL,FEVER,95,3,N,True
232,FRIENDSHIP,COMRADESHIP,95,9,N,True
233,SURFACE,DEEP,95,1,N,True
234,STRANGE,MYSTERIOUS,95,9,N,True
235,BULLY,ACCOST,95,1,N,True
236,ANGLE,TRIANGLE,95,10,N,True
237,PEANUT BUTTER,JELLY,95,43,N,False
238,DIRECT,ORIENT,95,5,N,True
239,ACTIVITY,GAME,95,2,N,True
240,POLICE,PATROL,95,12,N,True
241,BOND,CONNECT,95,3,N,True
242,FRIGHTENED,SCARE,95,6,N,True
243,FREEZE,CHILL,95,17,N,True
244,BAPTIST,RELIGION,95,8,N,True
245,CAUTION,WARN,95,4,N,True
246,GRADUATE,ACADEMIC,95,1,N,True
247,STOP,PAUSE,95,5,N,True
248,ACQUIRE,PURCHASE,95,32,N,True
249,PLAYING,GAMES,95,4,N,True
250,DOMAIN,WEB,95,2,N,True
251,FRIENDSHIP,ALLIANCE,95,2,N,True
252,DENT,HOLE,95,1,N,True
253,FENCE,GATE,95,9,N,True
254,DISCOURAGE,DISCOURAGEMENT,95,1,N,False
255,HAUNT,HAUNTED,95,1,N,True
256,SURFACE,DEPTH,95,10,N,True
257,EDGE,BORDER,95,24,N,True
258,STRANGE,UNUSUAL,95,23,N,True
259,ROOF,SHINGLE,95,9,N,True
260,DANGEROUS,PERIL,95,3,N,False
261,BULLY,AGGRESSOR,95,2,N,True
262,ANGLE,SLOPE,95,1,N,True
263,DIRECT,POINT,95,2,N,True
264,CLERK,MANAGER,95,1,N,True
265,ACTIVITY,PRACTICE,95,1,N,True
266,POLICE,JUSTICE,95,11,N,True
267,BAPTIST,CHURCH,95,2,N,True
268,ENTERTAINMENT,CINEMA,95,33,N,True
269,STRICT,DISCIPLINED,95,4,N,True
270,BRAKE,SLOW,95,6,V,True
271,BLUFF,TRICK,95,13,N,True
272,FORBIDDEN,BANNED,95,10,N,True
273,INCLINE,RAMP,95,6,N,True
274,RECIPE,INGREDIENT,95,7,N,True
275,ANXIETY,NERVOUS,95,1,N,False
276,ROOF,SHELTER,95,19,N,True
277,ANGLE,SLANT,95,6,N,True
278,FISHING,SPORT,95,2,N,True
279,ATTACK,VIOLENCE,95,1,N,True
280,CLERK,SALES,95,2,N,True
281,BOND,TIE,95,7,N,True
282,FEMALE,WOMEN,95,1,N,True
283,GRADUATE,STUDENT,95,1,N,True
284,EYEBALL,SEE,95,1,V,True
285,BLUFF,THREAT,95,1,N,True
286,ACQUIRE,BUY,95,6,V,True
287,PLAYING,GAMING,95,21,N,True
288,BOIL,SIMMER,95,38,N,True
289,DOMAIN,KINGDOM,95,12,N,True
290,INCLINE,UPHILL,95,6,N,True
291,RECIPE,COOKING,95,10,N,True
292,SURFACE,TOP,95,15,N,True
293,SAVE,PRESERVE,95,8,N,True
294,ROOF,TOP,95,8,N,True
295,ANGLE,DEGREE,95,1,N,True
296,FIN,TAIL,95,3,N,True
297,SOUTHERN,KENTUCKY,95,1,N,False
298,POLICE,COP,95,12,N,True
299,BOND,RELATION,95,4,N,True
300,FLEA,BUG,95,3,N,True
301,STRICT,HARSH,95,16,N,True
302,ALARM,PANIC,95,1,N,True
303,BLUFF,CHEAT,95,2,N,True
304,PLAYING,FUN,95,1,N,True
305,SUN,RAYS,95,1,N,True
306,LIVING,LIFE,95,7,N,True
307,ANXIETY,FEAR,95,14,N,True
308,STRANGE,MYSTERY,95,1,N,False
309,ANGLE,DIRECTION,95,6,N,True
310,FISHING,HUNTING,95,5,N,True
311,ATTACK,CONFLICT,95,2,N,True
312,ACTIVITY,FUN,95,9,N,True
313,BOIL,STEAM,95,9,N,True
314,ANXIOUS,NERVOUS,95,15,N,True
315,FACTORY,PRODUCTION,95,8,N,True
316,DENT,CRACK,95,2,N,True
317,DISCOURAGE,DISHEARTEN,95,7,N,True
318,ROPE,TIE,95,2,N,True
319,FLUSH,RINSE,95,4,N,True
320,CONSIDER,REFLECT,95,3,N,True
321,FIN,FINALE,95,3,N,True
322,INSURANCE,POLICY,95,10,N,True
323,ATTACK,DEFEND,95,3,N,True
324,BOND,UNITY,95,9,N,True
325,FREEZE,ICY,95,5,N,False
326,BAPTIST,PREACHER,95,9,N,True
327,STRICT,RIGOROUS,95,15,N,True
328,BLUFF,PRETENSE,95,4,N,True
329,FLOAT,BUOYANCY,95,6,N,True
330,DOMAIN,REALM,95,5,N,True
331,ROOF,ATTIC,95,1,N,True
332,PENCIL,ERASER,95,9,N,True
333,FISHING,AQUATIC,95,4,N,True
334,SOUTHERN,TEXAN,95,3,N,True
335,CIGAR,TOBACCO,95,13,N,True
336,EYEBALL,PUPIL,95,4,N,True
337,FORBIDDEN,PROHIBITION,95,3,N,False
338,ECONOMY,BUSINESS,95,2,N,True
339,BOIL,COOK,95,5,N,True
340,SURFACE,SKIN,95,5,N,True
341,STRANGE,BIZARRE,95,5,N,True
342,BULLY,TORMENTOR,95,7,N,True
343,FIN,SWIM,95,7,N,True
344,ATTACK,WAR,95,5,N,True
345,STRICT,DISCIPLINARY,95,2,N,True
346,ABILITY,SKILL,95,20,N,True
347,SUN,SKY,95,1,N,True
348,DENT,CAVITY,95,27,N,True
349,CONSIDER,EVALUATE,95,17,N,True
350,SUICIDE,DESPAIR,95,8,N,True
351,DIRECT,GUIDING,95,1,N,True
352,INSURANCE,ASSURANCE,95,5,N,True
353,ENTERTAINMENT,FUN,95,5,N,True
354,EYEBALL,RETINA,95,18,N,True
355,STRICT,SERIOUS,95,6,N,True
356,DANGEROUS,THREATENING,95,7,N,True
357,ANGLE,VIEWPOINT,95,4,N,True
358,FIN,FIN,95,2,N,True
359,SUICIDE,HANG,95,1,N,True
360,BOND,ALLIANCE,95,4,N,True
361,SEPARATE,DIVORCE,95,4,N,True
362,EYEBALL,OPTIC,95,10,N,True
363,SUN,SOLAR,95,20,N,False
364,DENT,FILLING,95,3,N,True
365,ASSUME,ACCEPT,95,2,N,True
366,DISCOURAGE,DEMOTIVATE,95,11,N,False
367,SECURE,SAFETY,95,14,N,False
368,DIRECT,GUIDANCE,95,7,N,False
369,ATTACK,OFFENSIVE,95,3,N,True
370,CLERK,SECRETARY,95,27,N,True
371,BRAKE,HALT,95,4,N,True
372,RECIPE,METHOD,95,3,N,True
373,FRIENDSHIP,RELATIONSHIP,95,4,N,True
374,IMAGINATION,FANTASY,95,6,N,True
375,SHOWER,RAINFALL,95,4,N,True
376,ANXIETY,WORRY,95,17,N,True
377,DISCOURAGE,DISCOURAGE,95,9,N,True
378,SURFACE,GROUND,95,3,N,True
379,CALIFORNIA,BEACH,95,6,N,True
380,POPCORN,CINEMA,95,8,N,True
381,PENCIL,GRAPHITE,95,14,N,True
382,SOUTHERN,SOUTHERNMOST,95,1,N,True
383,ATTACK,OFFENSE,95,6,N,True
384,CLERK,ACCOUNTANT,95,4,N,True
385,FREEZE,FROST,95,4,N,True
386,BAPTIST,PREACH,95,1,N,False
387,FLEA,TICK,95,7,N,True
388,SHUT,CLOSED,95,13,N,True
389,FREQUENT,FREQUENT,95,1,N,True
390,SEPARATE,DIVISION,95,2,N,True
391,STARS,COSMOS,95,4,N,True
392,ASTEROID,METEORITE,95,3,N,True
393,FLOAT,BUOYANT,95,3,N,False
394,RECIPE,FORMULA,95,14,N,True
395,SUN,SUNLIGHT,95,2,N,True
396,INVENT,CREATION,95,5,N,False
397,LIVING,EXISTENCE,95,8,N,True
398,DECORATION,FESTIVE,95,7,N,False
399,CONSIDER,DELIBERATE,95,3,N,True
400,LIGHT,ILLUMINATION,95,2,N,True
401,FISHING,ANGLER,95,9,N,True
402,ECONOMY,FINANCIAL,95,5,N,False
403,SUN,SUNSHINE,95,4,N,True
404,ANXIETY,NERVOUSNESS,95,2,N,True
405,ASSUME,PREDICT,95,7,N,True
406,BASIC,ESSENTIAL,95,6,N,True
407,PENCIL,LEAD,95,1,N,True
408,DIRECT,INSTRUCT,95,2,N,True
409,ATTACK,AGGRESSION,95,2,N,True
410,ACTIVITY,ENGAGEMENT,95,2,N,True
411,BOND,CONTRACT,95,2,N,True
412,FREEZE,ICICLE,95,9,N,True
413,CIGAR,SMOKING,95,17,N,True
414,EYEBALL,SIGHT,95,7,N,True
415,FLOAT,BOUYANCY,95,2,N,False
416,SEASON,SPRING,95,2,N,True
417,ROPE,STRING,95,5,N,True
418,RADIO,SIGNAL,95,1,N,True
419,STRANGE,ALIEN,95,1,N,True
420,ROOF,HOUSE,95,1,N,True
421,ATTACK,CONFRONTATION,95,1,N,True
422,CLERK,SALESPERSON,95,8,N,True
423,FREEZE,GLACIATE,95,1,N,True
424,STARS,CONSTELLATION,95,3,N,True
425,FRIENDSHIP,BOND,95,7,N,True
426,LEVER,PIVOT,95,5,N,True
427,SHOWER,RINSE,95,1,N,True
428,POLICE,ENFORCEMENT,95,4,N,True
429,SEPARATE,DISCONNECT,95,1,N,True
430,CATERPILLAR,LARVA,95,1,N,True
431,BASIC,ELEMENTARY,95,6,N,True
432,ANGLE,DIAGONAL,95,2,N,True
433,DIRECT,STRAIGHT,95,6,N,True
434,SOUTHERN,WESTERN,95,1,AJ,True
435,BOND,PARLINGTON,95,1,N,False
436,CIGAR,SMOKABLE,95,1,N,False
437,MEND,HEAL,95,3,N,True
438,BLUFF,FOOL,95,1,N,True
439,BRANDY,WHISKEY,95,2,N,True
440,RECIPE,DIRECTIONS,95,1,N,True
441,HAUNT,SPOOKY,95,8,N,False
442,PENCIL,DRAWING,95,3,N,True
443,GRADUATE,BACHELOR,95,1,N,True
444,STARS,NIGHT,95,1,N,True
445,STRICT,SEVERE,95,11,N,True
446,BASIC,SIMPLISTIC,95,2,N,True
447,CIGAR,PIPE,95,1,N,True
448,EYEBALL,CORNEA,95,3,N,True
449,FLOAT,LEVITATE,95,3,N,True
450,ROPE,KNOTTED,95,1,N,True
451,GRADUATE,EDUCATE,95,3,N,True
452,INCLINE,UPWARDS,95,1,N,False
453,INVENT,CREATIVITY,95,1,N,False
454,ANGLE,PROJECTION,95,1,N,True
455,POPCORN,SWEET,95,1,AJ,True
456,PENCIL,NOTEPAD,95,1,N,True
457,FREEZE,CHILLED,95,1,N,True
458,CIGAR,HAVANA,95,2,N,True
459,FORBIDDEN,RESTRICTED,95,3,N,True
460,FRIENDSHIP,AFFECTION,95,1,N,True
461,INVENT,INVENTION,95,7,N,False
462,SECURE,LOCK,95,6,N,True
463,DANGEROUS,HARMFUL,95,1,N,True
464,FREQUENT,VISIT,95,4,N,True
465,ACQUIRE,OWN,95,2,AJ,True
466,ECONOMY,INFLATION,95,1,N,True
467,FLOAT,BOAT,95,4,N,True
468,PIGMENT,COLOUR,95,2,N,True
469,PRIM,DEMURE,95,1,N,True
470,POLICE,DETECTIVE,95,1,N,True
471,GRADUATE,ACHIEVE,95,1,N,True
472,FREQUENT,REPEAT,95,2,N,True
473,ALARM,FIRE,95,2,N,True
474,RELIABLE,TRUST,95,2,N,False
475,PRIM,NEAT,95,6,N,True
476,CLERK,SHOPKEEPER,95,5,N,True
477,ACTIVITY,EVENT,95,2,N,True
478,POLICE,SWAT,95,1,N,True
479,BLUFF,MISLEAD,95,2,N,True
480,IMPORTANT,PRIORITY,95,6,N,False
481,ANGLE,GEOMETRY,95,2,N,True
482,STOP,CEASE,95,11,N,True
483,ASSUME,EXPECT,95,1,V,True
484,SECURE,SAFEGUARD,95,4,N,True
485,RADIO,COMMUNICATION,95,4,N,True
486,DANGEROUS,PERILOUS,95,5,N,True
487,ANGLE,PROTRACTOR,95,1,N,True
488,PENCIL,SCRIBBLE,95,1,N,True
489,FRIENDSHIP,FRIEND,95,1,N,True
490,ASSUME,TRUST,95,1,N,True
491,BASIC,FOUNDATIONAL,95,1,N,False
492,DANGEROUS,HAZARD,95,7,N,False
493,KING,RULER,95,2,N,True
494,ENTERTAINMENT,PERFORMANCE,95,1,N,True
495,GRADUATE,ALUMNUS,95,2,N,True
496,BOND,TIES,95,3,N,True
497,BLUFF,BLUSTER,95,1,N,True
498,BRIEF,SUMMARIZE,95,2,N,True
499,BULLY,TYRANT,95,1,N,True
500,LIGHT,DARK,95,1,N,True
501,DIRECT,LEAD,95,4,N,True
502,CLERK,OFFICE,95,1,N,True
503,FRIGHTENED,SHOCKED,95,1,N,True
504,ENTERTAINMENT,CIRCUS,95,3,N,True
505,FREQUENT,CONSISTENT,95,1,N,True
506,BRAKE,STOPSIGN,95,1,N,False
507,INVENT,INNOVATION,95,3,N,False
508,LEVER,FULCRUM,95,3,N,True
509,NEIGHBOR,PROXIMITY,95,1,N,True
510,HAUNT,GHOSTLY,95,2,N,False
511,CONSIDER,CONTEMPLATE,95,7,N,True
512,POPCORN,KERNEL,95,2,N,True
513,ACTIVITY,RECREATION,95,2,N,True
514,FEMALE,WOMANLY,95,1,N,True
515,ALARM,SIREN,95,5,N,True
516,BLUFF,BLUFFING,95,1,N,True
517,DISCOURAGE,DISINTEREST,95,1,N,False
518,ATTACK,DEFENSE,95,4,N,True
519,GRADUATE,EDUCATED,95,1,N,True
520,FRIENDSHIP,COMPANION,95,5,N,True
521,LIGHT,LAMP,95,3,N,True
522,POPCORN,SNACKS,95,1,N,True
523,FISHING,NET,95,2,N,True
524,BOND,AGENT,95,1,N,True
525,FORBIDDEN,PROHIBITIVE,95,1,N,True
526,ASTEROID,COMET,95,4,N,True
527,BOIL,STOVE,95,1,N,True
528,INCLINE,ASCEND,95,1,N,True
529,FRIENDSHIP,CAMARADERIE,95,5,N,True
530,PRIM,TIDY,95,3,N,True
531,STRANGE,UNIQUE,95,1,N,True
532,SUICIDE,DEPRESS,95,1,N,False
533,SOUTHERN,ACCENT,95,1,N,False
534,CAUTION,SAFETY,95,1,N,True
535,STRICT,DISCIPLINE,95,2,N,False
536,ASSUME,PRESUPPOSE,95,2,N,True
537,ROPE,TWINE,95,5,N,True
538,LIGHT,TORCH,95,1,N,True
539,BOND,JAMES,95,1,N,True
540,BRANDY,COGNAC,95,2,N,True
541,DIRECT,LEADER,95,1,N,False
542,IMPORTANT,URGENT,95,1,N,True
543,LIGHT,BULB,95,1,N,True
544,CAUTION,WARINESS,95,1,N,True
545,SUN,MOON,95,4,N,True
546,SOUTHERN,CREOLE,95,1,N,True
547,INVENT,IDEA,95,1,N,False
548,DENT,REPAIR,95,1,N,True
549,LIVING,HOME,95,2,N,True
550,PRIM,PRUDE,95,1,N,False
551,DECORATION,CHRISTMAS,95,1,N,True
552,DIRECT,TELECOMMUNICATION,95,1,N,False
553,INSURANCE,HEALTHCARE,95,2,N,True
554,BOND,FRIENDSHIP,95,1,N,True
555,MEND,FIX,95,2,N,True
556,STRICT,RULES,95,1,N,False
557,FLOAT,WATER,95,1,N,True
558,BRANDY,DRINK,95,1,N,True
559,SURFACE,OUTER,95,2,N,True
560,BOND,TRUST,95,1,N,True
561,GRADUATE,LEARN,95,1,N,True
562,LIVING,ANIMAL,95,1,N,True
563,SHOWER,BATH,95,2,N,True
564,STRANGE,PECULIAR,95,3,N,True
565,FRIGHTENED,TERRIFIED,95,1,N,True
566,BOIL,BUBBLE,95,4,N,True
567,ASSUME,PRESUMPTION,95,2,N,False
568,ROOF,ROOFTOP,95,1,N,True
569,BULLY,HARASSER,95,1,N,True
570,POPCORN,CORN,95,2,N,True
571,POLICE,SHERIFF,95,2,N,True
572,FREEZE,SNOW,95,1,N,True
573,FREQUENT,HABITUAL,95,1,N,True
574,BRAKE,STOPPER,95,1,N,True
575,BLUFF,GAMBLE,95,4,N,True
576,PLAYING,SPORT,95,1,N,True
577,BOIL,STEW,95,2,N,True
578,ANXIOUS,WORRY,95,3,N,False
579,SUN,RAY,95,1,N,True
580,INSURANCE,SAFEGUARD,95,1,N,True
581,ATTACK,INVASION,95,2,N,True
582,POLICE,CONSTABLE,95,1,N,True
583,SUN,STARS,95,1,N,True
584,ASSUME,GUESS,95,1,N,True
585,POLICE,ENFORCE,95,1,N,True
586,SUN,STARLIGHT,95,1,N,True
587,BOND,BOUND,95,1,N,True
588,FREEZE,SOLIDIFY,95,1,N,True
589,BRAKE,SLOWDOWN,95,1,N,True
590,DENT,CAVATY,95,1,N,False
591,IMPORTANT,RELEVANT,95,1,N,True
592,EYEBALL,LENS,95,1,N,True
593,FRIENDSHIP,BROMANCE,95,1,N,False
594,NEIGHBOR,NEIGHBORHOOD,95,1,N,True
595,STARS,ASTROLOGY,95,2,N,True
596,BLUFF,POKER,95,1,N,True
597,FORBIDDEN,FORBIDDEN,95,1,N,True
598,SURFACE,EXTERNAL,95,1,N,True
599,FLUSH,CLEAN,95,2,N,True
600,FLEA,SCAB,95,1,N,True
601,ALARM,BELL,95,1,N,True
602,BLUFF,MISREPRESENT,95,1,N,True
603,ROOF,TILE,95,1,N,True
604,FIN,DOLPHIN,95,1,N,True
605,SOUTHERN,TENNESSEE,95,1,N,False
606,ENTERTAINMENT,FILM,95,1,N,True
607,BLUFF,LIE,95,2,N,True
608,INCLINE,RAISE,95,1,V,True
609,ROPE,THREAD,95,1,N,True
610,BAPTIST,PROTESTANT,95,2,N,True
611,GRADUATE,MASTER,95,1,N,True
612,FORBIDDEN,UNTOUCHABLE,95,1,N,True
613,FRIENDSHIP,FRIENDSHIP,95,1,N,True
614,INVENT,DISCOVERY,95,1,N,False
615,LIVING,DWELLING,95,1,N,True
616,DIRECT,GUIDED,95,1,N,True
