Cues,Targets,Sample Size,Count
ENTERTAINMENT,SHOW,74,31
FEMALE,WOMAN,74,27
FLEA,BUG,74,1
GRADUATE,ACHIEVEMENT,74,33
SHUT,SILENCE,74,5
STOP,HALT,74,56
FREQUENT,REGULAR,74,18
CIGAR,SMOKE,74,23
BURIAL,FUNERAL,74,40
SEPARATE,DIVIDE,74,30
STARS,GALAXY,74,15
EYEBALL,VISION,74,40
CUSS,SWEAR,74,31
BRAKE,STOP,74,58
ABILITY,TALENT,74,23
MINK,FUR,74,20
FORBIDDEN,PROHIBITION,74,8
ASTEROID,SPACE,74,50
JOY,HAPPINESS,74,65
ACQUIRE,OWN,74,2
ECONOMY,FINANCE,74,15
FLOAT,DRIFT,74,14
DOMAIN,TERRITORY,74,38
INCLINE,ASCENT,74,1
ANXIOUS,WORRIED,74,24
BRANDY,SPIRIT,74,2
FRIENDSHIP,COMPANIONSHIP,74,21
LEVER,PUSH,74,12
RELIABLE,TRUSTWORTHY,74,29
LIVING,ALIVE,74,8
SEASON,CYCLE,74,5
SHOWER,WET,74,15
RURAL,COUNTRYSIDE,74,32
CORPORAL,HIERARCHY,74,1
ASSUME,PREDICT,74,3
DISCOURAGE,DISCOURAGEMENT,74,2
ROPE,TIGHT,74,11
EDGE,BOUNDARY,74,26
CALIFORNIA,GOLDEN,74,2
FLUSH,CLEANSE,74,31
STRANGE,UNCANNY,74,2
STRAP,TIGHTEN,74,12
CONSIDER,REASON,74,1
ROOF,COVER,74,4
IMPORTANT,SIGNIFICANCE,74,11
BULLY,HARASSMENT,74,5
KING,ROYAL,74,28
FIN,SWIM,74,49
PENCIL,WRITE,74,27
PEANUT BUTTER,CREAMY,74,43
FISHING,MARINE,74,2
DIRECT,GUIDE,74,14
SOUTHERN,NOSTALGIC,74,1
ATTACK,OFFENSIVE,74,3
CLERK,BUREAUCRAT,74,5
ACTIVITY,ENGAGEMENT,74,25
POLICE,AUTHORITY,74,20
FREEZE,CHILL,74,5
ENTERTAINMENT,FUN,74,26
FLEA,INFESTATION,74,2
SHUT,CLOSED,74,14
STARS,TWINKLE,74,18
STRICT,STRICTNESS,74,1
BRAKE,HALT,74,7
ABILITY,CAPABILITY,74,20
BLUFF,DECEPTIVE,74,2
MINK,LUXURY,74,16
FORBIDDEN,RESTRICTED,74,10
ASTEROID,SPACIAL,74,1
ACQUIRE,OWNERSHIP,74,7
PLAYING,GAMING,74,11
DOMAIN,KINGDOM,74,6
INCLINE,SLOPE,74,15
ANXIOUS,WORRY,74,29
BRANDY,SPIRITUAL,74,2
SUN,RADIANT,74,10
FRIENDSHIP,UNITY,74,5
IMAGINATION,FANTASY,74,13
SEASON,AUTUMN,74,5
SHOWER,REFRESHING,74,20
CORPORAL,PHYSICAL,74,23
ANXIETY,WORRY,74,20
DISCOURAGE,DETERRENCE,74,2
PUKE,SICK,74,9
CALIFORNIA,SUNSHINE,74,20
SAVE,SURVIVAL,74,1
STRANGE,ALIEN,74,2
STRAP,SECURE,74,15
CONSIDER,DELIBERATION,74,2
DANGEROUS,RISK,74,31
BULLY,HARASS,74,9
LIGHT,BRIGHTNESS,74,19
SUICIDE,DEPRESSION,74,12
PENCIL,DRAW,74,16
FISHING,RELAXATION,74,15
SOUTHERN,DIRECTION,74,1
CLERK,ASSISTANT,74,8
BOND,CONNECTION,74,25
BAPTIST,BELIEVER,74,3
FEMALE,WOMANLY,74,3
FLEA,ITCHY,74,30
SHUT,QUIET,74,4
FREQUENT,ROUTINE,74,4
CIGAR,SMOKY,74,25
BURIAL,FINAL,74,1
STARS,CELESTIAL,74,13
EYEBALL,SEEING,74,1
STRICT,DISCIPLINED,74,2
CUSS,VULGAR,74,9
ABILITY,CAPABILITIES,74,1
MINK,SOFT,74,7
DOMAIN,CONTROL,74,3
BRANDY,SPIRITS,74,4
RECIPE,MEAL,74,1
SUN,RAYS,74,3
LIVING,VITALITY,74,7
SEASON,CYCLES,74,1
ANXIETY,TENSION,74,1
ASSUME,PRESUMPTION,74,8
DISCOURAGE,DEMOTIVATION,74,3
SECURE,SAFE,74,31
SURFACE,TEXTURED,74,4
PUKE,SICKENING,74,4
EDGE,KNIFE,74,1
CALIFORNIA,COASTAL,74,3
BASIC,FOUNDATION,74,4
STRAP,BOUND,74,6
CONSIDER,THINKING,74,1
ROOF,PROTECTION,74,5
DANGEROUS,RISKY,74,10
IMPORTANT,CRITICAL,74,3
BULLY,INTIMIDATING,74,2
LIGHT,BRIGHT,74,28
KING,MAJESTY,74,8
PENCIL,SKETCH,74,8
FISHING,OUTDOORS,74,7
DIRECT,LEADERSHIP,74,1
SOUTHERN,REGIONAL,74,1
ATTACK,ASSAULT,74,13
CLERK,ADMINISTRATION,74,2
ACTIVITY,ACTION,74,10
BOND,LOYALTY,74,5
FRIGHTENED,SCARY,74,11
ENTERTAINMENT,SHOWBIZ,74,11
GRADUATE,PROGRESS,74,1
FREQUENT,VISITOR,74,1
BURIAL,GRAVE,74,4
CUSS,PROFANITY,74,9
MINK,FURRY,74,24
ASTEROID,COSMIC,74,11
ACQUIRE,POSSESSION,74,7
FLOAT,LEVITATION,74,5
BOIL,BUBBLING,74,1
INCLINE,UPHILL,74,6
BRANDY,INTOXICATION,74,1
RECIPE,INGREDIENT,74,5
SUN,WARMTH,74,19
FRIENDSHIP,BONDING,74,7
CREW,SAILOR,74,3
PRIM,STIFF,74,2
ASSUME,BELIEVE,74,2
SURFACE,FLAT,74,3
RADIO,SONG,74,1
EDGE,SHARP,74,14
CATERPILLAR,CRAWL,74,3
STRAP,TIGHT,74,5
CONSIDER,THINK,74,15
SUICIDE,TRAGIC,74,7
FISHING,RELAX,74,2
INSURANCE,SAFETY,74,5
SOUTHERN,WARM,74,15
CLERK,SERVICE,74,19
ACTIVITY,FUN,74,4
POLICE,LAW,74,9
GRADUATE,ACHIEVE,74,12
FREQUENT,OFTEN,74,3
BURIAL,DEATH,74,17
STARS,NIGHT,74,2
STRICT,STRICT,74,3
CUSS,VOULGAR,74,1
ABILITY,SKILL,74,10
BLUFF,TRICK,74,12
ECONOMY,BUSINESS,74,7
FLOAT,BUOYANT,74,6
PLAYING,FUN,74,33
BOIL,HOT,74,8
INCLINE,HILL,74,2
BRANDY,WARM,74,8
RECIPE,INSTRUCTIONS,74,12
FRIENDSHIP,LOVE,74,2
PRIM,FORMAL,74,7
RURAL,FARM,74,2
ROPE,KNOT,74,10
HAUNT,SPOOKY,74,43
EDGE,LIMIT,74,15
CATERPILLAR,INSECT,74,14
STRANGE,BIZARRE,74,1
STRAP,BELT,74,3
CONSIDER,EVALUATE,74,10
IMPORTANT,PRIORITY,74,10
FISHING,LEISURE,74,4
CLERK,SERVANT,74,2
ACTIVITY,EXERCISE,74,4
BOND,FRIENDSHIP,74,2
FEMALE,WOMEN,74,2
GRADUATE,ACCOMPLISHMENT,74,1
FREQUENT,COMMON,74,4
STRICT,RIGID,74,21
BLUFF,FAKE,74,3
FORBIDDEN,RESTRICTION,74,3
FLOAT,BUOYANCY,74,10
DOMAIN,OWNERSHIP,74,9
INCLINE,RISE,74,19
BRANDY,LIQUOR,74,23
RECIPE,COOKING,74,23
SUN,GLOW,74,1
CREW,TEAM,74,2
INVENT,CREATE,74,13
DENT,HURT,74,3
DECORATION,BEAUTY,74,8
BRIEF,SHORT,74,26
DISCOURAGE,DEMOTIVATE,74,8
BASIC,ELEMENTARY,74,1
KING,REGAL,74,3
SUICIDE,DEATH,74,2
PEANUT BUTTER,TASTE,74,1
FISHING,ADVENTURE,74,4
DIRECT,LEAD,74,4
ATTACK,OFFENSE,74,7
POLICE,SECURITY,74,2
BOND,TIE,74,2
BAPTIST,FAITH,74,21
FEMALE,FEMALE,74,3
FLEA,ITCH,74,5
SHUT,CLOSE,74,34
STOP,PAUSE,74,1
BLUFF,DARE,74,1
ACQUIRE,OBTAIN,74,11
FLOAT,EMERGE,74,1
PLAYING,SPORT,74,1
BRANDY,ALCOHOL,74,3
SUN,LIGHT,74,2
FRIENDSHIP,AFFECTION,74,1
CREW,COMPANIONSHIP,74,3
PIGMENT,TEAMWORK,74,1
INVENT,COLOUR,74,1
LEVER,DISCOVERY,74,1
RELIABLE,CONTROL,74,1
LIVING,LIFELIKE,74,7
SHOWER,CLEANSE,74,7
ROPE,TWINE,74,1
RADIO,AUDIO,74,4
PUKE,REVOLTING,74,2
STRAP,CLASP,74,1
CONSIDER,DELIBERATE,74,5
FISHING,AQUATIC,74,3
DIRECT,INSTRUCT,74,1
SOUTHERN,HOSPITABLE,74,4
CLERK,ADMINISTRATOR,74,1
POLICE,ENFORCEMENT,74,10
BOND,ALLIANCE,74,3
FEMALE,MATERNAL,74,1
FREQUENT,REPEATED,74,3
SEPARATE,DISTANT,74,1
STARS,COSMIC,74,8
STRICT,ORDERLY,74,1
CUSS,SWEARING,74,4
ABILITY,CAPABLE,74,4
ASTEROID,GALACTIC,74,5
INCLINE,STEEP,74,15
FRIENDSHIP,CAMARADERIE,74,3
RURAL,PASTORAL,74,5
DECORATION,ORNAMENT,74,1
DISCOURAGE,DETERRING,74,1
ROPE,TETHER,74,3
PUKE,NAUSEA,74,10
CALIFORNIA,SUNNY,74,15
CONSIDER,PONDER,74,4
DANGEROUS,PERILOUS,74,3
FISHING,ANGLING,74,3
FLEA,PARASITE,74,2
STOP,CEASE,74,5
FREQUENT,RECURRING,74,4
ABILITY,CAPACITY,74,7
BLUFF,DECEIT,74,7
RECIPE,FORMULA,74,3
SUN,HEAT,74,4
FRIENDSHIP,BOND,74,23
LIVING,LIVELINESS,74,1
SEASON,TRANSITION,74,8
ASSUME,PREDICTION,74,1
ROPE,STRENGTH,74,8
HAUNT,EERIE,74,2
PUKE,SICKNESS,74,8
EDGE,THRILL,74,1
STRANGE,UNFAMILIAR,74,5
STRAP,RESTRAINT,74,1
CONSIDER,ASSESSMENT,74,1
BULLY,OPPRESSOR,74,4
SUICIDE,TRAGEDY,74,5
FISHING,RECREATION,74,5
FREQUENT,REPEAT,74,10
BRAKE,BRAKING,74,1
JOY,ELATION,74,1
ECONOMY,FINANCES,74,1
BRANDY,SWEET,74,2
FRIENDSHIP,COMRADESHIP,74,2
DENT,DAMAGE,74,7
PRIM,MODEST,74,5
BASIC,SIMPLE,74,6
DIRECT,STRAIGHT,74,5
SOUTHERN,SOUTHLAND,74,1
CLERK,ATTENDANT,74,1
ACTIVITY,MOVEMENT,74,5
CIGAR,TOBACCO,74,1
STARS,SPACE,74,1
ECONOMY,TRADE,74,14
RURAL,SIMPLE,74,3
ROPE,TWIST,74,1
RADIO,MUSIC,74,13
STRANGE,MYSTERY,74,6
STRAP,BINDING,74,4
POPCORN,CRUNCH,74,1
SOUTHERN,CULTURE,74,5
BOND,SOLIDARITY,74,1
FRIGHTENED,SCARE,74,11
BAPTIST,RITE,74,1
FEMALE,GENDER,74,8
ECONOMY,MARKET,74,4
INCLINE,SLANT,74,3
SHOWER,FRESHNESS,74,1
RURAL,NATURAL,74,3
DISCOURAGE,NEGATIVITY,74,2
CALIFORNIA,VASTNESS,74,1
SAVE,PRESERVATION,74,4
STRANGE,QUIRKY,74,1
CONSIDER,THOUGHTFUL,74,12
DANGEROUS,THRILL,74,1
POPCORN,TASTY,74,2
PEANUT BUTTER,NUTTY,74,10
DECISION,RESOLUTION,74,2
BOND,RELATIONSHIP,74,1
FLEA,ITCHINESS,74,2
STOP,TERMINATE,74,1
MEND,HEALING,74,3
SEPARATE,ISOLATION,74,2
STARS,TWINKLES,74,1
ABILITY,POTENTIAL,74,5
SUN,RADIANCE,74,6
NEIGHBOR,FRIENDLY,74,6
DECORATION,AESTHETIC,74,4
ASSUME,ASSUME,74,1
DISCOURAGE,DISHEARTENING,74,2
ROPE,TETHERED,74,1
SURFACE,TANGIBLE,74,1
RADIO,WAVES,74,2
EDGE,BRINK,74,1
CATERPILLAR,METAMORPHOSIS,74,7
LIGHT,ILLUMINATED,74,1
PENCIL,GRAPHITE,74,7
FISHING,ANGLER,74,2
DECISION,CRITICAL,74,1
CLERK,PAPERWORK,74,7
STRICT,HARSH,74,3
CUSS,CURSE,74,5
BOIL,HEATED,74,4
IMAGINATION,CREATIVE,74,3
LIVING,LIFEFUL,74,1
SEASON,CYCLIC,74,1
CORPORAL,MILITANT,74,1
ASSUME,BELIEF,74,2
SURFACE,ROUGH,74,1
SAVE,PROTECT,74,6
CATERPILLAR,TRANSITION,74,1
CONSIDER,REFLECT,74,3
BULLY,AGGRESSIVE,74,2
POPCORN,SAVORY,74,3
FIN,AQUA,74,1
DIRECT,ORDER,74,2
DECISION,JUDGEMENT,74,4
ATTACK,CONFRONT,74,2
CLERK,WORKER,74,1
BOND,STRONG,74,1
GRADUATE,ACCOMPLISHED,74,1
FREQUENT,PERIODIC,74,1
BURIAL,GRIEF,74,3
EYEBALL,SIGHT,74,7
BLUFF,FAKERY,74,1
ASTEROID,SPACY,74,1
BRANDY,ALCOHOLIC,74,2
INVENT,CREATIVITY,74,14
IMAGINATION,DREAM,74,6
RURAL,COUNTRY,74,3
DECORATION,ART,74,3
FLUSH,BLUSH,74,1
LIGHT,RADIANT,74,1
FIN,SHARK,74,1
INSURANCE,COVER,74,2
ATTACK,DEFENSE,74,2
ALARM,WARNING,74,12
BLUFF,THREAT,74,1
ACQUIRE,POSSESS,74,4
RECIPE,FOOD,74,1
PRIM,NEAT,74,4
CHEDDAR,SAVORY,74,8
DISCOURAGE,DISHEARTEN,74,10
STRANGE,MYSTERIOUS,74,13
SOUTHERN,TRADITIONAL,74,4
ACTIVITY,ENGAGE,74,6
FRIGHTENED,TERRIFY,74,1
FREEZE,ICY,74,4
CIGAR,AROMATIC,74,2
STRICT,RIGOROUS,74,3
CUSS,TABOO,74,1
BLUFF,PRETEND,74,2
FORBIDDEN,RESTRICT,74,1
RECIPE,METHOD,74,2
EDGE,CLIFF,74,1
CATERPILLAR,LARVA,74,1
BULLY,AGGRESSION,74,2
LIGHT,ILLUMINATE,74,7
FISHING,HUNTING,74,1
SOUTHERN,SOUTHERN,74,2
ATTACK,VIOLENCE,74,1
CLERK,OFFICE,74,8
ACTIVITY,EXCITING,74,1
BOND,TRUST,74,3
MEND,HEAL,74,8
ALARM,SIGNAL,74,1
BLUFF,LIAR,74,1
DOMAIN,WEBSITE,74,2
LIVING,BREATHING,74,1
RURAL,SIMPLICITY,74,4
CHEDDAR,CHEESINESS,74,2
DECORATION,ARTISTIC,74,2
ASSUME,GUESS,74,7
RADIO,COMMUNICATION,74,6
SAVE,HELP,74,1
BULLY,OPPRESSIVE,74,3
BOND,PROMISE,74,1
FLEA,MINUSCULE,74,2
BLUFF,DECEIVE,74,13
FLOAT,LIGHTNESS,74,4
INCLINE,ASCEND,74,4
LEVER,MECHANISM,74,3
ROPE,BINDING,74,2
SAVE,CONSERVATION,74,1
FLUSH,HYGIENE,74,1
STRANGE,CURIOUS,74,1
STRAP,FASTENING,74,1
CONSIDER,EVALUATIVE,74,1
IMPORTANT,PRIORITIZE,74,2
KING,MONARCHY,74,1
DIRECT,DIRECTION,74,1
CLERK,BUREAUCRACY,74,2
ACTIVITY,ENERGY,74,2
CUSS,VULGARITY,74,1
DOMAIN,AUTHORITY,74,4
ANXIOUS,CONCERNED,74,1
BRANDY,WARMING,74,1
LEVER,PRESSURE,74,2
LIVING,VIBRANCY,74,1
PRIM,DEMURE,74,2
RURAL,DESERTED,74,1
DECORATION,BEAUTIFUL,74,4
BRIEF,SIMPLE,74,1
ASSUME,ASSUMPTION,74,1
DISCOURAGE,DEMOTIVATING,74,1
RADIO,FREQUENCY,74,3
FIN,AQUATIC,74,4
CLERK,PROFESSIONAL,74,4
POLICE,AUTHORITATIVE,74,1
FREQUENT,CONSTANT,74,4
STARS,SPARKLY,74,2
CUSS,RUDE,74,1
BRAKE,SLOWDOWN,74,2
ACQUIRE,ACCOMPLISHMENT,74,1
BOIL,SCALDING,74,1
INCLINE,RAMP,74,2
BRANDY,LIQUID,74,4
RECIPE,DELICIOUS,74,2
FRIENDSHIP,HARMONY,74,1
NEIGHBOR,FAMILIAR,74,8
BASIC,ESSENTIAL,74,5
BULLY,OPPRESS,74,3
SOUTHERN,WARMTH,74,9
CLERK,ASSISTANCE,74,1
BOND,RESPECT,74,1
FRIGHTENED,HORROR,74,2
BLUFF,GAMBLE,74,1
ECONOMY,BUDGET,74,2
SHOWER,REFRESH,74,5
DISCOURAGE,DISSUADE,74,2
PUKE,REVULSION,74,3
BASIC,PRIMITIVE,74,1
SOUTHERN,DIXIE,74,5
STARS,ASTRAL,74,1
INCLINE,SHIFT,74,1
BRANDY,RICH,74,2
CALIFORNIA,DREAMY,74,1
FIN,TAIL,74,1
SOUTHERN,CULTURAL,74,2
ATTACK,AGGRESSIVE,74,4
POLICE,AUTHORITIES,74,1
BAPTIST,RITUAL,74,2
FLEA,MINISCULE,74,1
SEPARATE,SEPARATION,74,1
EYEBALL,VISIONARY,74,6
PIGMENT,COLOURFUL,74,1
RURAL,FARMING,74,1
ROPE,STRONG,74,1
SURFACE,PHYSICAL,74,1
EDGE,VERGE,74,1
STRANGE,ODD,74,4
ATTACK,CONFLICT,74,2
ACTIVITY,MOTION,74,2
GRADUATE,CELEBRATION,74,1
FREQUENT,RARE,74,1
STARS,NIGHTSKY,74,2
FLOAT,AIRY,74,2
BRANDY,SPIRITED,74,8
IMAGINATION,DREAMLIKE,74,1
LIVING,VIBRANT,74,5
PRIM,UPTIGHT,74,1
RURAL,TRANQUIL,74,1
FENCE,BORDER,74,2
BRIEF,PRECISE,74,1
ANXIETY,STRESSFUL,74,1
DISCOURAGE,DISMAY,74,4
CALIFORNIA,SUNRISE,74,1
SAVE,PRESERVE,74,3
CATERPILLAR,CRAWLING,74,3
CONSIDER,JUDGEMENT,74,2
BULLY,DOMINATING,74,1
LIGHT,ILLUMINATING,74,3
FIN,GLIDE,74,1
PENCIL,SCRIBBLING,74,1
FISHING,RECREATIONAL,74,4
CLERK,FORMALITY,74,1
FEMALE,FEMININITY,74,8
BURIAL,MOURNING,74,2
STRICT,SERIOUS,74,2
FLOAT,FLOATING,74,1
PLAYING,COMPETITIVE,74,1
BRANDY,SMOOTH,74,4
SUN,RADIATING,74,1
FACTORY,INDUSTRY,74,6
ROPE,BOUND,74,2
SURFACE,TOUCH,74,1
EDGE,RISK,74,2
CALIFORNIA,DREAM,74,3
PEANUT BUTTER,SAVORY,74,1
POLICE,PROTECT,74,1
FREQUENT,VISIT,74,7
STARS,SKY,74,2
STRICT,RULES,74,2
CUSS,ANGER,74,2
FORBIDDEN,STRICT,74,1
FLOAT,LIGHT,74,1
BRANDY,DRINK,74,1
IMAGINATION,DREAMY,74,3
SHOWER,FRESH,74,2
ASSUME,CONJECTURE,74,3
PEANUT BUTTER,SPREADABLE,74,1
INSURANCE,GUARD,74,1
CLERK,DESK,74,2
SEPARATE,DIVIDED,74,1
STRICT,RULE,74,2
CUSS,SHOCK,74,1
LEVER,FORCE,74,1
PRIM,ELEGANT,74,1
RURAL,PEACE,74,1
KING,SOVEREIGN,74,5
DIRECT,GUIDING,74,2
FRIGHTENED,TERROR,74,6
FEMALE,EMPOWERMENT,74,1
FLEA,SMALL,74,2
GRADUATE,ACADEMIC,74,2
FREQUENT,LOOP,74,1
BURIAL,CELESTIAL,74,1
ALARM,EMERGENCY,74,1
BRAKE,CONTROL,74,1
FORBIDDEN,MYSTERIOUS,74,1
DOMAIN,REALM,74,1
CALIFORNIA,BEACHES,74,2
DIRECT,COMMAND,74,3
BOIL,SWELL,74,1
INCLINE,UPWARD,74,2
SUN,WARM,74,6
FRIENDSHIP,LOYALTY,74,1
RURAL,PEACEFUL,74,3
PUKE,NAUSEATING,74,1
STRAP,HOLD,74,5
SUICIDE,FINALITY,74,1
PEANUT BUTTER,STICKY,74,1
SOUTHERN,DRAWL,74,1
FLEA,JUMPING,74,1
STARS,TWINKLING,74,2
STRICT,STERN,74,2
FLOAT,DRIFTING,74,1
INVENT,CREATIVE,74,3
LIVING,REALITY,74,1
CATERPILLAR,CRAWLY,74,4
SOUTHERN,DIRECTIONAL,74,1
PLAYING,RECREATIONAL,74,1
DOMAIN,POSSESSION,74,1
SURFACE,EXTERNAL,74,3
RADIO,WAVELENGTH,74,2
SOUTHERN,CHARMING,74,4
CAUTION,ALERT,74,1
FLEA,PEST,74,5
CIGAR,AROMA,74,2
SEPARATE,DISTANCE,74,1
ECONOMY,FISCAL,74,1
PLAYING,RECREATION,74,1
BOIL,OVERHEAT,74,1
RECIPE,FLAVOR,74,1
LIVING,LIFESTYLE,74,2
CORPORAL,SOLDIER,74,3
SURFACE,EXTERIOR,74,3
PUKE,DISGUSTING,74,2
BULLY,MEAN,74,3
PENCIL,ARTISTIC,74,1
INSURANCE,COVERED,74,1
SOUTHERN,SOUTHERNITY,74,1
BOND,AGREE,74,1
ABILITY,SKILLFUL,74,1
MINK,FLUFFY,74,1
FORBIDDEN,PROHIBITED,74,7
ASSUME,PRESUPPOSE,74,3
CONSIDER,WEIGH,74,1
ROOF,PROTECT,74,1
SUICIDE,DRAMATIC,74,1
DIRECT,PATH,74,1
DECISION,JUDGMENT,74,1
BAPTIST,FAITHFUL,74,1
CAUTION,WARN,74,4
BURIAL,CEREMONY,74,3
STARS,SHINY,74,1
STRICT,SEVERE,74,1
ACQUIRE,PURCHASE,74,1
DOMAIN,TERRITORIAL,74,2
ANXIOUS,NERVIOUS,74,1
CAUTION,CAREFUL,74,3
STOP,REST,74,2
MINK,FURY,74,1
BRANDY,LUXURY,74,1
DISCOURAGE,DISAPPOINTMENT,74,2
ACTIVITY,ENJOYMENT,74,1
FLEA,IRRITATION,74,1
DECORATION,ORNAMENTAL,74,1
SURFACE,SMOOTH,74,1
BASIC,SIMPLISTIC,74,1
GOODBYE,DEPARTURE,74,1
CONSIDER,EVALUATION,74,3
KING,AUTHORITY,74,1
POLICE,SURVEILLANCE,74,1
GRADUATE,ACHIEVER,74,1
FREQUENT,USUAL,74,1
BURIAL,FINALITY,74,1
STARS,SHIMMERING,74,1
CUSS,FORCEFUL,74,1
BRAKE,SLOW,74,2
ECONOMY,STABILITY,74,1
SOUTHERN,SWEET,74,1
ACTIVITY,INVIGORATING,74,1
ENTERTAINMENT,AMUSEMENT,74,1
SHUT,SILENT,74,1
ECONOMY,MONEY,74,2
FLOAT,LEVITY,74,2
BOIL,SCALD,74,1
DOMAIN,DOMAIN,74,3
ANXIOUS,NERVOUSNESS,74,1
BRANDY,AROMATIC,74,1
BRIEF,BRIEFLY,74,1
DISCOURAGE,DISCOURAGE,74,1
RADIO,NOISE,74,1
FLUSH,PURGE,74,1
STRAP,ATTACHMENT,74,1
DANGEROUS,FEAR,74,1
POPCORN,MUNCHY,74,1
PENCIL,SCRIBBLE,74,2
FREEZE,SHIVER,74,1
BAPTIST,DEVOTION,74,1
GRADUATE,EDUCATED,74,1
STOP,END,74,3
CUSS,IMPOLITE,74,1
