,Cues,Targets,Sample Size,Count,Part of Speech,Synonym
229,ATTACK,OFFENSIVE,94,4,N,True
230,CLERK,SHOPKEEPER,94,5,N,True
231,ACTIVITY,EXERTION,94,1,N,True
232,POLICE,LAW,94,14,N,True
233,GRADUATE,ACADEMIC,94,3,N,True
234,BLUFF,DECEIVE,94,37,N,True
235,DOMAIN,PROPERTY,94,3,N,True
236,BRANDY,ALCOHOL,94,27,N,True
237,RECIPE,INGREDIENT,94,13,N,True
238,SUN,SUNLIGHT,94,3,N,True
239,FRIENDSHIP,BOND,94,7,N,True
240,CREW,CAPTAIN,94,10,N,True
241,LEVER,PUSH,94,3,N,True
242,ASSUME,BELIEVE,94,17,N,True
243,SECURE,LOCK,94,6,N,True
244,SURFACE,TEXTURE,94,6,N,True
245,BASIC,SIMPLICITY,94,3,N,True
246,PEANUT BUTTER,SPREAD,94,12,N,False
247,ACTIVITY,FUN,94,17,N,True
248,BOND,UNION,94,1,N,True
249,STARS,SPACE,94,1,N,True
250,ALARM,WARNING,94,37,N,True
251,ECONOMY,RECESSION,94,2,N,True
252,DOMAIN,KINGDOM,94,20,N,True
253,BRANDY,COGNAC,94,2,N,True
254,SUN,HEAT,94,4,N,True
255,ROPE,TWINE,94,10,N,True
256,LIGHT,BRIGHTNESS,94,15,N,True
257,FREEZE,ICICLE,94,3,N,True
258,ENTERTAINMENT,SHOW,94,15,N,True
259,ECONOMY,FINANCIAL,94,9,N,False
260,BOIL,SIMMER,94,9,N,True
261,INCLINE,ASCENT,94,1,N,True
262,RECIPE,COOKBOOK,94,7,N,True
263,SUN,STAR,94,18,N,True
264,FACTORY,INDUSTRY,94,18,N,True
265,RURAL,COUNTRY,94,20,N,False
266,ANXIETY,FEAR,94,18,N,True
267,HAUNT,SPOOKY,94,1,N,False
268,DANGEROUS,PERILOUS,94,5,N,True
269,ATTACK,AGGRESSION,94,3,N,True
270,POLICE,ENFORCEMENT,94,12,N,True
271,FREEZE,CHILL,94,7,N,True
272,ENTERTAINMENT,FUN,94,5,N,True
273,SUN,SOLAR,94,19,N,False
274,FISHING,ROD,94,3,N,True
275,INSURANCE,POLICY,94,4,N,True
276,ATTACK,INVASION,94,2,N,True
277,POLICE,ARREST,94,4,N,True
278,BOND,SECRECY,94,1,N,True
279,ENTERTAINMENT,MOVIES,94,8,N,True
280,STOP,RED,94,1,AJ,True
281,FREQUENT,VISIT,94,9,N,True
282,BLUFF,GAMBLE,94,3,N,True
283,LEVER,PULLEY,94,13,N,True
284,IMAGINATION,CREATIVE,94,3,N,False
285,DECORATION,CHRISTMAS,94,10,N,True
286,DISCOURAGE,DISHEARTEN,94,10,N,True
287,SECURE,PROTECT,94,2,N,True
288,FISHING,HUNTING,94,7,N,True
289,BOND,RELATIONSHIP,94,6,N,True
290,EYEBALL,VISUAL,94,2,N,False
291,ALARM,PANIC,94,1,N,True
292,SUN,DAYLIGHT,94,1,N,True
293,LIVING,EXISTENCE,94,5,N,True
294,PRIM,MODEST,94,1,N,True
295,RURAL,FARMLAND,94,2,N,False
296,CALIFORNIA,LOSANGELES,94,8,N,False
297,BASIC,SIMPLISTIC,94,3,N,True
298,KING,ROYALTY,94,1,N,True
299,ANGLE,VIEWPOINT,94,2,N,True
300,DIRECT,POINT,94,3,N,True
301,ATTACK,AMBUSH,94,5,N,True
302,SHUT,CLOSED,94,13,N,True
303,BURIAL,DEATH,94,1,N,True
304,MEND,FIX,94,4,N,True
305,SEPARATE,DIVORCE,94,3,N,True
306,EYEBALL,RETINA,94,7,N,True
307,ACQUIRE,OWN,94,5,AJ,True
308,FLOAT,BUOY,94,1,N,True
309,SUN,SHINE,94,11,N,True
310,INVENT,INNOVATION,94,3,N,False
311,DENT,PAIN,94,6,N,True
312,DISCOURAGE,DETRACT,94,1,N,True
313,SURFACE,PLANE,94,1,N,True
314,BASIC,ELEMENTARY,94,4,N,True
315,BULLY,MENACE,94,1,N,True
316,KING,ROYAL,94,5,N,True
317,CLERK,OFFICE,94,3,N,True
318,ENTERTAINMENT,FILM,94,1,N,True
319,STOP,BLOCK,94,1,N,True
320,MEND,HEAL,94,9,N,True
321,EYEBALL,SEE,94,2,V,True
322,ALARM,SIREN,94,4,N,True
323,FLOAT,SWIM,94,13,N,True
324,SUN,BRIGHT,94,11,N,False
325,FRIENDSHIP,UNITY,94,2,N,True
326,STARS,SKY,94,2,N,True
327,ABILITY,CAPABILITY,94,10,N,True
328,SUN,BEAM,94,1,N,True
329,FACTORY,PRODUCTION,94,16,N,True
330,SEASON,SPRING,94,5,N,True
331,ANXIETY,WORRY,94,14,N,True
332,CONSIDER,CONTEMPLATE,94,4,N,True
333,IMPORTANT,VITAL,94,1,N,True
334,POPCORN,CINEMA,94,5,N,True
335,BAPTIST,PREACHER,94,1,N,True
336,STRICT,FIRM,94,1,N,True
337,BLUFF,PRETENSE,94,2,N,True
338,RECIPE,CULINARY,94,1,N,False
339,FRIENDSHIP,AMITY,94,1,N,True
340,ASSUME,INFER,94,1,N,True
341,CONSIDER,EVALUATE,94,13,N,True
342,SUICIDE,DEPRESSING,94,1,N,False
343,SOUTHERN,REGION,94,1,N,False
344,GRADUATE,EDUCATE,94,7,N,True
345,STARS,CELESTIAL,94,12,N,False
346,RADIO,TRANSMISSION,94,2,N,True
347,ANGLE,VIEW,94,6,N,True
348,PENCIL,LEAD,94,2,N,True
349,STARS,COSMOS,94,3,N,True
350,PLAYING,GAMES,94,2,N,True
351,LIVING,LIFE,94,6,N,True
352,RADIO,COMMUNICATION,94,3,N,True
353,INSURANCE,COVER,94,3,N,True
354,ATTACK,AGGRESSIVE,94,1,N,False
355,GRADUATE,ALUMNI,94,1,N,True
356,FREQUENT,COMMON,94,12,N,True
357,SEPARATE,INDIVIDUAL,94,1,N,True
358,STRICT,DISCIPLINE,94,8,N,False
359,FORBIDDEN,PROHIBIT,94,16,N,True
360,DOMAIN,CYBERSPACE,94,1,N,True
361,EDGE,SHARP,94,5,N,True
362,BASIC,FOUNDATIONAL,94,1,N,False
363,STRANGE,UNEXPECTED,94,1,N,True
364,FISHING,SPORT,94,8,N,True
365,INSURANCE,LIFE,94,1,N,True
366,GRADUATE,ACHIEVE,94,2,N,True
367,BOIL,BURN,94,1,N,True
368,DOMAIN,OWNERSHIP,94,1,N,True
369,INCLINE,RISE,94,5,N,True
370,DENT,DAMAGE,94,7,N,True
371,NEIGHBOR,FRIENDLY,94,7,N,True
372,ASSUME,GUESS,94,3,N,True
373,HAUNT,SPOOK,94,2,N,True
374,LIGHT,ILLUMINATE,94,5,N,True
375,KING,SOVEREIGN,94,1,N,True
376,POPCORN,MOVIE,94,3,N,True
377,FISHING,CATCH,94,4,N,True
378,BOND,TIE,94,6,N,True
379,GRADUATE,LEARN,94,2,N,True
380,STOP,TERMINATE,94,1,N,True
381,CUSS,EXPLETIVE,94,2,N,True
382,ABILITY,CAPACITY,94,1,N,True
383,DENT,CAVITY,94,7,N,True
384,DISCOURAGE,DISSUADE,94,10,N,True
385,EDGE,CLIIF,94,1,N,False
386,POLICE,UNIFORM,94,1,N,True
387,EYEBALL,OPTIC,94,2,N,True
388,BOIL,STEAM,94,6,N,True
389,DOMAIN,DOMAIN,94,1,N,True
390,DENT,TOOTHACHE,94,4,N,True
391,EDGE,CLIFF,94,12,N,True
392,IMPORTANT,ESSENTIAL,94,3,N,True
393,ANGLE,SLOPE,94,1,N,True
394,FISHING,ANGLER,94,5,N,True
395,CLERK,RETAIL,94,3,AJ,True
396,STRICT,DISCIPLINARIAN,94,1,N,False
397,FLOAT,HOVER,94,1,N,True
398,INVENT,INVENTION,94,1,N,False
399,STRANGE,ALIEN,94,5,N,True
400,ROOF,SHINGLE,94,3,N,True
401,BULLY,INTIMIDATE,94,7,N,True
402,LIGHT,LAMP,94,2,N,True
403,GRADUATE,STUDENT,94,2,N,True
404,DIRECT,INSTRUCT,94,10,N,True
405,ENTERTAINMENT,LEISURE,94,1,N,True
406,BRAKE,SLOW,94,4,V,True
407,FORBIDDEN,BANNED,94,3,N,True
408,FLOAT,BOBBLE,94,1,N,True
409,RELIABLE,TRUST,94,5,N,False
410,DECORATION,ART,94,1,N,True
411,STRANGE,MYSTERY,94,1,N,False
412,STRAP,LEATHER,94,1,N,True
413,BULLY,HARASSMENT,94,2,N,True
414,FISHING,CATCHING,94,1,N,True
415,DIRECT,GUIDELINE,94,1,N,False
416,FORBIDDEN,PROHIBITION,94,2,N,False
417,FRIENDSHIP,RELATIONSHIP,94,1,N,True
418,SURFACE,DEPTH,94,1,N,True
419,CONSIDER,DELIBERATE,94,2,N,True
420,POLICE,SIREN,94,1,N,True
421,SHUT,LOCK,94,2,N,True
422,FREQUENT,USUAL,94,2,N,True
423,BRAKE,HALT,94,3,N,True
424,ECONOMY,TRADE,94,14,N,True
425,FLOAT,BLOAT,94,1,N,True
426,PLAYING,SPORT,94,2,N,True
427,BOIL,SCALD,94,1,N,True
428,FRIENDSHIP,LOYALTY,94,5,N,True
429,DIRECT,STEER,94,2,N,True
430,RECIPE,FORMULA,94,4,N,True
431,DANGEROUS,LETHAL,94,1,N,True
432,SUICIDE,DESPAIR,94,2,N,True
433,INSURANCE,GUARANTEE,94,3,N,True
434,BOIL,SICK,94,1,N,True
435,DOMAIN,WEB,94,3,N,True
436,SUN,RAYS,94,7,N,True
437,CREW,TEAM,94,2,N,True
438,DECORATION,HOLIDAY,94,4,N,True
439,CORPORAL,PUNISHMENT,94,1,N,True
440,DISCOURAGE,PESSIMISM,94,1,N,False
441,SURFACE,EXTERNAL,94,14,N,True
442,BOND,CONNECT,94,2,N,True
443,FREEZE,ICICLY,94,1,N,False
444,ENTERTAINMENT,HOLLYWOOD,94,6,N,True
445,ACQUIRE,POSSESS,94,2,N,True
446,DIRECT,LEAD,94,10,N,True
447,FORBIDDEN,ILLEGAL,94,7,N,False
448,ACQUIRE,COLLECT,94,4,N,True
449,FENCE,GATE,94,1,N,True
450,DOMAIN,EMPIRE,94,1,N,True
451,LIVING,EXISTING,94,3,N,True
452,RADIO,STATION,94,1,N,True
453,IMPORTANT,CRITICAL,94,7,N,True
454,BULLY,MEAN,94,6,N,True
455,ANGLE,DIRECTION,94,1,N,True
456,RURAL,FARMING,94,4,N,False
457,BOIL,HIGH,94,1,AJ,True
458,ANGLE,GEOMETRY,94,5,N,True
459,BOND,UNITE,94,1,N,True
460,BLUFF,PRETEND,94,2,N,True
461,DOMAIN,REALM,94,4,N,True
462,ASSUME,IMAGINE,94,1,N,True
463,ROPE,CORD,94,4,N,True
464,BASIC,ESSENTIAL,94,1,N,True
465,INSURANCE,HEALTH,94,1,N,True
466,SOUTHERN,ALABAMA,94,1,N,False
467,SOUTHERN,SOUTH,94,1,N,True
468,CLERK,SALES,94,2,N,True
469,ALARM,DISTRESS,94,1,N,True
470,BLUFF,BLUFF,94,1,N,True
471,PLAYING,FUN,94,1,N,True
472,ROPE,TETHER,94,5,N,True
473,STRANGE,BIZARRE,94,1,N,True
474,SOUTHERN,COUNTRY,94,1,N,False
475,POLICE,ENFORCE,94,2,N,True
476,INCLINE,STEEP,94,2,N,True
477,ROPE,CLIMB,94,3,N,True
478,ROOF,HOUSE,94,3,N,True
479,BOND,FRIENDSHIP,94,12,N,True
480,CIGAR,CUBAN,94,1,N,True
481,SUN,LUMINOUS,94,1,N,False
482,BRIEF,QUICK,94,1,N,True
483,SAVE,PRESERVE,94,1,N,True
484,PEANUT BUTTER,SPREADS,94,1,N,False
485,INSURANCE,SAFETY,94,2,N,True
486,SEPARATE,APART,94,3,ADV,True
487,SUN,ORB,94,1,N,True
488,RELIABLE,TRUSTY,94,1,N,True
489,PENCIL,GRAPHITE,94,4,N,True
490,DIRECT,ORIENT,94,3,N,True
491,BLUFF,MISLEAD,94,3,N,True
492,ASSUME,SUPPOSE,94,1,N,True
493,ROPE,HANG,94,1,N,True
494,SURFACE,SKIN,94,6,N,True
495,ATTACK,OFFENSE,94,2,N,True
496,FEMALE,WOMEN,94,1,N,True
497,BASIC,FOUNDATION,94,1,N,True
498,BAPTIST,FAITH,94,1,N,True
499,STOP,OBEY,94,1,N,True
500,STARS,CONSTELLATION,94,2,N,True
501,ECONOMY,MONEY,94,2,N,True
502,SEASON,FALL,94,1,N,True
503,DECORATION,FESTIVITY,94,2,N,True
504,ANGLE,DIMENSION,94,1,N,True
505,PENCIL,DRAWING,94,3,N,True
506,SOUTHERN,SOUTHERNERS,94,1,N,False
507,FLEA,PEST,94,2,N,True
508,CALIFORNIA,SACRAMENTO,94,1,N,True
509,POLICE,SERGEANT,94,1,N,True
510,CAUTION,WARN,94,4,N,True
511,STOP,PROHIBIT,94,1,N,True
512,BULLY,OPPRESSOR,94,1,N,True
513,ACQUIRE,GAIN,94,3,N,True
514,ACTIVITY,EVENT,94,1,N,True
515,GRADUATE,ALUMNUS,94,1,N,True
516,STRICT,STERN,94,1,N,True
517,FLOAT,AIRBORNE,94,1,N,False
518,FISHING,WONDERING,94,1,N,True
519,CLERK,SALESPEOPLE,94,1,N,True
520,FLOAT,LEVITATE,94,4,N,True
521,ACTIVITY,GAME,94,1,N,True
522,SEPARATE,SPLIT,94,1,N,True
523,PEANUT BUTTER,SPREADABLE,94,1,N,False
524,FISHING,HOBBY,94,5,N,True
525,DOMAIN,INTERNET,94,2,N,True
526,DENT,HOLE,94,2,N,True
527,EDGE,BOUNDARY,94,3,N,True
528,CALIFORNIA,SUNSHINE,94,2,N,True
529,ATTACK,STRIKE,94,2,N,True
530,ACTIVITY,ACTION,94,1,N,True
531,FORBIDDEN,UNLAWFUL,94,1,N,True
532,ASSUME,EXPECT,94,3,V,True
533,FLUSH,PLUMBING,94,1,N,True
534,LIGHT,ILLUMINATION,94,4,N,True
535,INSURANCE,PROTECT,94,1,N,False
536,ACTIVITY,VERB,94,1,N,True
537,BOND,PROMISE,94,1,N,True
538,FLOAT,BUOYANCY,94,4,N,True
539,FRIENDSHIP,COMPANIONSHIP.,94,1,N,False
540,RECIPE,INGREDIENTS,94,2,N,True
541,CREW,ASSOCIATE,94,1,N,True
542,ASSUME,PREDICT,94,3,N,True
543,PUKE,NAUSEA,94,2,N,True
544,FLUSH,DRAIN,94,2,N,True
545,IMPORTANT,PRIORITY,94,1,N,False
546,RECIPE,RECIPE,94,1,N,True
547,ACTIVITY,ENJOYMENT,94,1,N,True
548,POLICE,INSPECT,94,1,N,True
549,ECONOMY,MARKET,94,2,N,True
550,SHOWER,BATH,94,3,N,True
551,SURFACE,OUTER,94,1,N,True
552,SAVE,PROTECT,94,2,N,True
553,ACTIVITY,RECREATION,94,1,N,True
554,POLICE,LAWENFORCEMENT,94,1,N,False
555,STARS,NIGHTSKY,94,2,N,False
556,FLOAT,BUOYANT,94,1,N,False
557,BRIEF,ESSAY,94,1,N,True
558,ROOF,SHADE,94,1,N,True
559,ACTIVITY,HUSTLE,94,1,N,True
560,FREEZE,FROST,94,1,N,True
561,BAPTIST,CHURCH,94,5,N,True
562,FREQUENT,REPEATED,94,1,N,True
563,EYEBALL,GAZE,94,1,N,True
564,FLOAT,BOUOY,94,1,N,False
565,DENT,HURT,94,1,N,True
566,BRIEF,SYNOPSIS,94,1,N,True
567,STRICT,SERIOUS,94,1,N,True
568,SEASON,SUMMER,94,2,N,True
569,ECONOMY,BUSINESS,94,1,N,True
570,SHOWER,BATHROOM,94,1,N,True
571,DISCOURAGE,DISAPPROVE,94,1,N,True
572,PUKE,ILLNESS,94,1,N,True
573,BASIC,MINIMAL,94,1,N,True
574,LIGHT,DARKNESS,94,1,N,True
575,SUICIDE,HOMICIDE,94,1,N,True
576,FISHING,WATERFRONT,94,1,N,True
577,SOUTHERN,HOSPITALITY,94,2,N,False
578,ATTACK,VIOLENCE,94,1,N,True
579,STOP,PAUSE,94,2,N,True
580,SEPARATE,DIVISION,94,1,N,True
581,CUSS,SWEARING,94,1,N,True
582,ECONOMY,INFLATION,94,2,N,True
583,BOIL,FEVER,94,2,N,True
584,CATERPILLAR,LARVA,94,1,N,True
585,NEIGHBOR,RELATIVE,94,1,N,True
586,KING,RULER,94,2,N,True
587,PENCIL,DOODLE,94,1,N,True
588,SOUTHERN,TEXAN,94,1,N,True
589,ACTIVITY,GAMES,94,1,N,True
590,ACTIVITY,ENGAGE,94,1,N,False
591,ENTERTAINMENT,CIRCUS,94,1,N,True
592,DENT,REPAIR,94,2,N,True
593,LIVING,HABITAT,94,1,N,True
594,SUICIDE,DEPRESS,94,4,N,False
595,FISHING,RECREATION,94,1,N,True
596,FLOAT,SAIL,94,1,N,True
597,FRIENDSHIP,COMRADERY,94,1,N,True
598,PIGMENT,COLOUR,94,3,N,True
599,PENCIL,ERASER,94,1,N,True
600,CUSS,SHOUT,94,1,N,True
601,ACTIVITY,RUNNING,94,1,N,True
602,BOND,SECRET,94,1,N,True
603,ANXIOUS,WORRY,94,3,N,False
604,FENCE,BORDER,94,1,N,True
605,DISCOURAGE,NEGATIVITY,94,1,N,False
606,ATTACK,BATTLE,94,2,N,True
607,ACTIVITY,LEISURE,94,1,N,True
608,IMAGINATION,DREAM,94,2,N,True
609,DIRECT,TELEVISION,94,1,N,False
610,FRIGHTENED,SCARE,94,4,N,True
611,CAUTION,SAFETY,94,1,N,True
612,BURIAL,GRAVE,94,1,N,True
613,FRIENDSHIP,PARTNERSHIP,94,1,N,True
614,SUICIDE,TRAGIC,94,1,N,False
615,CLERK,STOREKEEPER,94,1,N,True
