Cues,Targets,Sample Size,Count
GRADUATE,ACADEMIC,95,1
STOP,PAUSE,95,5
ACQUIRE,PURCHASE,95,32
PLAYING,GAMES,95,4
DOMAIN,WEB,95,2
FRIENDSHIP,ALLIANCE,95,2
DENT,HOLE,95,1
FENCE,GATE,95,9
DISCOURAGE,DISCOURAGEMENT,95,1
HAUNT,HAUNTED,95,1
SURFACE,DEPTH,95,10
EDGE,BORDER,95,24
STRANGE,UNUSUAL,95,23
ROOF,SHINGLE,95,9
DANGEROUS,PERIL,95,3
BULLY,AGGRESSOR,95,2
ANGLE,SLOPE,95,1
DIRECT,POINT,95,2
CLERK,MANAGER,95,1
ACTIVITY,PRACTICE,95,1
POLICE,JUSTICE,95,11
BAPTIST,CHURCH,95,2
ENTERTAINMENT,CINEMA,95,33
STRICT,DISCIPLINED,95,4
BRAKE,SLOW,95,6
BLUFF,TRICK,95,13
FORBIDDEN,BANNED,95,10
INCLINE,RAMP,95,6
RECIPE,INGREDIENT,95,7
ANXIETY,NERVOUS,95,1
ROOF,SHELTER,95,19
ANGLE,SLANT,95,6
FISHING,SPORT,95,2
ATTACK,VIOLENCE,95,1
CLERK,SALES,95,2
BOND,TIE,95,7
FEMALE,WOMEN,95,1
GRADUATE,STUDENT,95,1
EYEBALL,SEE,95,1
BLUFF,THREAT,95,1
ACQUIRE,BUY,95,6
PLAYING,GAMING,95,21
BOIL,SIMMER,95,38
DOMAIN,KINGDOM,95,12
INCLINE,UPHILL,95,6
RECIPE,COOKING,95,10
SURFACE,TOP,95,15
SAVE,PRESERVE,95,8
ROOF,TOP,95,8
ANGLE,DEGREE,95,1
FIN,TAIL,95,3
SOUTHERN,KENTUCKY,95,1
POLICE,COP,95,12
BOND,RELATION,95,4
FLEA,BUG,95,3
STRICT,HARSH,95,16
ALARM,PANIC,95,1
BLUFF,CHEAT,95,2
PLAYING,FUN,95,1
SUN,RAYS,95,1
LIVING,LIFE,95,7
ANXIETY,FEAR,95,14
STRANGE,MYSTERY,95,1
ANGLE,DIRECTION,95,6
FISHING,HUNTING,95,5
ATTACK,CONFLICT,95,2
ACTIVITY,FUN,95,9
BOIL,STEAM,95,9
ANXIOUS,NERVOUS,95,15
FACTORY,PRODUCTION,95,8
DENT,CRACK,95,2
DISCOURAGE,DISHEARTEN,95,7
ROPE,TIE,95,2
FLUSH,RINSE,95,4
CONSIDER,REFLECT,95,3
FIN,FINALE,95,3
INSURANCE,POLICY,95,10
ATTACK,DEFEND,95,3
BOND,UNITY,95,9
FREEZE,ICY,95,5
BAPTIST,PREACHER,95,9
STRICT,RIGOROUS,95,15
BLUFF,PRETENSE,95,4
FLOAT,BUOYANCY,95,6
DOMAIN,REALM,95,5
ROOF,ATTIC,95,1
PENCIL,ERASER,95,9
FISHING,AQUATIC,95,4
SOUTHERN,TEXAN,95,3
CIGAR,TOBACCO,95,13
EYEBALL,PUPIL,95,4
FORBIDDEN,PROHIBITION,95,3
ECONOMY,BUSINESS,95,2
BOIL,COOK,95,5
SURFACE,SKIN,95,5
STRANGE,BIZARRE,95,5
BULLY,TORMENTOR,95,7
FIN,SWIM,95,7
ATTACK,WAR,95,5
STRICT,DISCIPLINARY,95,2
ABILITY,SKILL,95,20
SUN,SKY,95,1
DENT,CAVITY,95,27
CONSIDER,EVALUATE,95,17
SUICIDE,DESPAIR,95,8
DIRECT,GUIDING,95,1
INSURANCE,ASSURANCE,95,5
ENTERTAINMENT,FUN,95,5
EYEBALL,RETINA,95,18
STRICT,SERIOUS,95,6
DANGEROUS,THREATENING,95,7
ANGLE,VIEWPOINT,95,4
FIN,FIN,95,2
SUICIDE,HANG,95,1
BOND,ALLIANCE,95,4
SEPARATE,DIVORCE,95,4
EYEBALL,OPTIC,95,10
SUN,SOLAR,95,20
DENT,FILLING,95,3
ASSUME,ACCEPT,95,2
DISCOURAGE,DEMOTIVATE,95,11
SECURE,SAFETY,95,14
DIRECT,GUIDANCE,95,7
ATTACK,OFFENSIVE,95,3
CLERK,SECRETARY,95,27
BRAKE,HALT,95,4
RECIPE,METHOD,95,3
FRIENDSHIP,RELATIONSHIP,95,4
IMAGINATION,FANTASY,95,6
SHOWER,RAINFALL,95,4
ANXIETY,WORRY,95,17
DISCOURAGE,DISCOURAGE,95,9
SURFACE,GROUND,95,3
CALIFORNIA,BEACH,95,6
POPCORN,CINEMA,95,8
PENCIL,GRAPHITE,95,14
SOUTHERN,SOUTHERNMOST,95,1
ATTACK,OFFENSE,95,6
CLERK,ACCOUNTANT,95,4
FREEZE,FROST,95,4
BAPTIST,PREACH,95,1
FLEA,TICK,95,7
SHUT,CLOSED,95,13
FREQUENT,FREQUENT,95,1
SEPARATE,DIVISION,95,2
STARS,COSMOS,95,4
ASTEROID,METEORITE,95,3
FLOAT,BUOYANT,95,3
RECIPE,FORMULA,95,14
SUN,SUNLIGHT,95,2
INVENT,CREATION,95,5
LIVING,EXISTENCE,95,8
DECORATION,FESTIVE,95,7
CONSIDER,DELIBERATE,95,3
LIGHT,ILLUMINATION,95,2
FISHING,ANGLER,95,9
ECONOMY,FINANCIAL,95,5
SUN,SUNSHINE,95,4
ANXIETY,NERVOUSNESS,95,2
ASSUME,PREDICT,95,7
BASIC,ESSENTIAL,95,6
PENCIL,LEAD,95,1
DIRECT,INSTRUCT,95,2
ATTACK,AGGRESSION,95,2
ACTIVITY,ENGAGEMENT,95,2
BOND,CONTRACT,95,2
FREEZE,ICICLE,95,9
CIGAR,SMOKING,95,17
EYEBALL,SIGHT,95,7
FLOAT,BOUYANCY,95,2
SEASON,SPRING,95,2
ROPE,STRING,95,5
RADIO,SIGNAL,95,1
STRANGE,ALIEN,95,1
ROOF,HOUSE,95,1
ATTACK,CONFRONTATION,95,1
CLERK,SALESPERSON,95,8
FREEZE,GLACIATE,95,1
STARS,CONSTELLATION,95,3
FRIENDSHIP,BOND,95,7
LEVER,PIVOT,95,5
SHOWER,RINSE,95,1
POLICE,ENFORCEMENT,95,4
SEPARATE,DISCONNECT,95,1
CATERPILLAR,LARVA,95,1
BASIC,ELEMENTARY,95,6
ANGLE,DIAGONAL,95,2
DIRECT,STRAIGHT,95,6
SOUTHERN,WESTERN,95,1
BOND,PARLINGTON,95,1
CIGAR,SMOKABLE,95,1
MEND,HEAL,95,3
BLUFF,FOOL,95,1
BRANDY,WHISKEY,95,2
RECIPE,DIRECTIONS,95,1
HAUNT,SPOOKY,95,8
PENCIL,DRAWING,95,3
GRADUATE,BACHELOR,95,1
STARS,NIGHT,95,1
STRICT,SEVERE,95,11
BASIC,SIMPLISTIC,95,2
CIGAR,PIPE,95,1
EYEBALL,CORNEA,95,3
FLOAT,LEVITATE,95,3
ROPE,KNOTTED,95,1
GRADUATE,EDUCATE,95,3
INCLINE,UPWARDS,95,1
INVENT,CREATIVITY,95,1
ANGLE,PROJECTION,95,1
POPCORN,SWEET,95,1
PENCIL,NOTEPAD,95,1
FREEZE,CHILLED,95,1
CIGAR,HAVANA,95,2
FORBIDDEN,RESTRICTED,95,3
FRIENDSHIP,AFFECTION,95,1
INVENT,INVENTION,95,7
SECURE,LOCK,95,6
DANGEROUS,HARMFUL,95,1
FREQUENT,VISIT,95,4
ACQUIRE,OWN,95,2
ECONOMY,INFLATION,95,1
FLOAT,BOAT,95,4
PIGMENT,COLOUR,95,2
PRIM,DEMURE,95,1
POLICE,DETECTIVE,95,1
GRADUATE,ACHIEVE,95,1
FREQUENT,REPEAT,95,2
ALARM,FIRE,95,2
RELIABLE,TRUST,95,2
PRIM,NEAT,95,6
CLERK,SHOPKEEPER,95,5
ACTIVITY,EVENT,95,2
POLICE,SWAT,95,1
BLUFF,MISLEAD,95,2
IMPORTANT,PRIORITY,95,6
ANGLE,GEOMETRY,95,2
STOP,CEASE,95,11
ASSUME,EXPECT,95,1
SECURE,SAFEGUARD,95,4
RADIO,COMMUNICATION,95,4
DANGEROUS,PERILOUS,95,5
ANGLE,PROTRACTOR,95,1
PENCIL,SCRIBBLE,95,1
FRIENDSHIP,FRIEND,95,1
ASSUME,TRUST,95,1
BASIC,FOUNDATIONAL,95,1
DANGEROUS,HAZARD,95,7
KING,RULER,95,2
ENTERTAINMENT,PERFORMANCE,95,1
GRADUATE,ALUMNUS,95,2
BOND,TIES,95,3
BLUFF,BLUSTER,95,1
BRIEF,SUMMARIZE,95,2
BULLY,TYRANT,95,1
LIGHT,DARK,95,1
DIRECT,LEAD,95,4
CLERK,OFFICE,95,1
FRIGHTENED,SHOCKED,95,1
ENTERTAINMENT,CIRCUS,95,3
FREQUENT,CONSISTENT,95,1
BRAKE,STOPSIGN,95,1
INVENT,INNOVATION,95,3
LEVER,FULCRUM,95,3
NEIGHBOR,PROXIMITY,95,1
HAUNT,GHOSTLY,95,2
CONSIDER,CONTEMPLATE,95,7
POPCORN,KERNEL,95,2
ACTIVITY,RECREATION,95,2
FEMALE,WOMANLY,95,1
ALARM,SIREN,95,5
BLUFF,BLUFFING,95,1
DISCOURAGE,DISINTEREST,95,1
ATTACK,DEFENSE,95,4
GRADUATE,EDUCATED,95,1
FRIENDSHIP,COMPANION,95,5
LIGHT,LAMP,95,3
POPCORN,SNACKS,95,1
FISHING,NET,95,2
BOND,AGENT,95,1
FORBIDDEN,PROHIBITIVE,95,1
ASTEROID,COMET,95,4
BOIL,STOVE,95,1
INCLINE,ASCEND,95,1
FRIENDSHIP,CAMARADERIE,95,5
PRIM,TIDY,95,3
STRANGE,UNIQUE,95,1
SUICIDE,DEPRESS,95,1
SOUTHERN,ACCENT,95,1
CAUTION,SAFETY,95,1
STRICT,DISCIPLINE,95,2
ASSUME,PRESUPPOSE,95,2
ROPE,TWINE,95,5
LIGHT,TORCH,95,1
BOND,JAMES,95,1
BRANDY,COGNAC,95,2
DIRECT,LEADER,95,1
IMPORTANT,URGENT,95,1
LIGHT,BULB,95,1
CAUTION,WARINESS,95,1
SUN,MOON,95,4
SOUTHERN,CREOLE,95,1
INVENT,IDEA,95,1
DENT,REPAIR,95,1
LIVING,HOME,95,2
PRIM,PRUDE,95,1
DECORATION,CHRISTMAS,95,1
DIRECT,TELECOMMUNICATION,95,1
INSURANCE,HEALTHCARE,95,2
BOND,FRIENDSHIP,95,1
MEND,FIX,95,2
STRICT,RULES,95,1
FLOAT,WATER,95,1
BRANDY,DRINK,95,1
SURFACE,OUTER,95,2
BOND,TRUST,95,1
GRADUATE,LEARN,95,1
LIVING,ANIMAL,95,1
SHOWER,BATH,95,2
STRANGE,PECULIAR,95,3
FRIGHTENED,TERRIFIED,95,1
BOIL,BUBBLE,95,4
ASSUME,PRESUMPTION,95,2
ROOF,ROOFTOP,95,1
BULLY,HARASSER,95,1
POPCORN,CORN,95,2
POLICE,SHERIFF,95,2
FREEZE,SNOW,95,1
FREQUENT,HABITUAL,95,1
BRAKE,STOPPER,95,1
BLUFF,GAMBLE,95,4
PLAYING,SPORT,95,1
BOIL,STEW,95,2
ANXIOUS,WORRY,95,3
SUN,RAY,95,1
INSURANCE,SAFEGUARD,95,1
ATTACK,INVASION,95,2
POLICE,CONSTABLE,95,1
SUN,STARS,95,1
ASSUME,GUESS,95,1
POLICE,ENFORCE,95,1
SUN,STARLIGHT,95,1
BOND,BOUND,95,1
FREEZE,SOLIDIFY,95,1
BRAKE,SLOWDOWN,95,1
DENT,CAVATY,95,1
IMPORTANT,RELEVANT,95,1
EYEBALL,LENS,95,1
FRIENDSHIP,BROMANCE,95,1
NEIGHBOR,NEIGHBORHOOD,95,1
STARS,ASTROLOGY,95,2
BLUFF,POKER,95,1
FORBIDDEN,FORBIDDEN,95,1
SURFACE,EXTERNAL,95,1
FLUSH,CLEAN,95,2
FLEA,SCAB,95,1
ALARM,BELL,95,1
BLUFF,MISREPRESENT,95,1
ROOF,TILE,95,1
FIN,DOLPHIN,95,1
SOUTHERN,TENNESSEE,95,1
ENTERTAINMENT,FILM,95,1
BLUFF,LIE,95,2
INCLINE,RAISE,95,1
ROPE,THREAD,95,1
BAPTIST,PROTESTANT,95,2
GRADUATE,MASTER,95,1
FORBIDDEN,UNTOUCHABLE,95,1
FRIENDSHIP,FRIENDSHIP,95,1
INVENT,DISCOVERY,95,1
LIVING,DWELLING,95,1
DIRECT,GUIDED,95,1
EYEBALL,GLANCE,95,1
ABILITY,CAPACITY,95,4
FORBIDDEN,ILLEGAL,95,2
BRIEF,CONCISE,95,3
BASIC,SIMPLICITY,95,1
IMPORTANT,ESSENTIAL,95,5
FIN,SURF,95,1
SOUTHERN,CULTURE,95,1
FLEA,PEST,95,2
STARS,GALAXIES,95,1
BLUFF,BLUFF,95,1
FORBIDDEN,OFF-LIMITS,95,1
ECONOMY,COMMERCE,95,3
PRIM,DISCIPLINED,95,1
EDGE,BOUNDARY,95,3
PEANUT BUTTER,BREAKFAST,95,1
POLICE,LAW-ENFORCEMENT,95,1
ENTERTAINMENT,AMUSEMENT,95,1
FREQUENT,ROUTINE,95,2
DOMAIN,OWNERSHIP,95,1
INCLINE,SLANT,95,1
DENT,CAVITIES,95,1
FENCE,BOUNDARY,95,1
BASIC,ELEMENTAL,95,1
IMPORTANT,SIGNIFICANCE,95,1
LIGHT,SHINE,95,1
FISHING,BAIT,95,1
STRICT,CONTROL,95,1
ASTEROID,SPACE-ROCK,95,1
BASIC,FOUNDATION,95,1
FENCE,GARDEN,95,1
ROOF,HUT,95,1
FIN,SHARKTAIL,95,1
BOND,UNITE,95,1
ROPE,HEMP,95,1
DANGEROUS,SAFE,95,1
BULLY,THREATEN,95,1
FIN,WING,95,1
SOUTHERN,COUNTRY,95,2
RURAL,VILLAGE,95,2
BULLY,MEAN,95,1
FLOAT,HOVER,95,2
DOMAIN,INTERNET,95,1
INCLINE,STEEP,95,2
FIN,WATER,95,1
CUSS,PROFANITY,95,2
MINK,HIDE,95,1
FORBIDDEN,RESTRICT,95,1
IMAGINATION,DREAM,95,1
RURAL,FARMLAND,95,1
FENCE,BARRICADE,95,2
ATTACK,AMBUSH,95,3
CLERK,SALESMAN,95,4
BOND,BIND,95,1
STRICT,HARD,95,1
FRIENDSHIP,AMITY,95,1
LIGHT,DARKNESS,95,2
PENCIL,WRITING,95,2
PEANUT BUTTER,FOOD,95,1
FISHING,ROD,95,1
DIRECT,INSTRUCTION,95,1
FREEZE,COOL,95,1
BURIAL,GRAVE,95,1
CIGAR,SMOKER,95,1
FRIENDSHIP,COMRADERY,95,1
CONSIDER,REVIEW,95,1
BLUFF,DECEIT,95,1
ECONOMY,MARKET,95,1
STOP,HESITATE,95,1
FLOAT,BOBBIN,95,1
SUN,LIGHT,95,2
STARS,UNIVERSE,95,2
FLOAT,RAFT,95,2
LIVING,HABITAT,95,1
RADIO,TELEVISION,95,3
BRAKE,PEDAL,95,1
FLOAT,BOUY,95,1
RECIPE,INGREDIENTS,95,1
BULLY,TEASE,95,2
EYEBALL,OPTICS,95,1
ANGLE,SQUARE,95,1
BOND,BONDSGIRL,95,1
BAPTIST,PASTOR,95,1
SUN,SHINE,95,1
CALIFORNIA,LOS-ANGELES,95,1
FLOAT,BOBBLE,95,1
ANXIOUS,RESTLESS,95,1
LEVER,LEVERAGED,95,1
DENT,DENTURE,95,1
FLUSH,BLUSH,95,1
BULLY,INTIMIDATOR,95,1
LIGHT,LUMINESCENT,95,1
FIN,SHED,95,1
SEPARATE,PARTITION,95,1
STRICT,STERN,95,1
ABILITY,SOFTWARE,95,1
PLAYING,GAMER,95,1
RECIPE,COOKERY,95,1
INVENT,DESIGN,95,1
ROPE,HANG,95,1
FENCE,WALL,95,1
ROOF,EAVES,95,1
DANGEROUS,LETHAL,95,1
ACTIVITY,GAMES,95,1
ENTERTAINMENT,MOVIES,95,1
ECONOMY,MONEY,95,1
RECIPE,FOOD,95,1
BULLY,HARASSMENT,95,1
ENTERTAINMENT,SHOWTIME,95,1
FLEA,INFESTATION,95,2
FRIENDSHIP,BONDING,95,2
DENT,CHIP,95,1
SURFACE,COVER,95,1
FISHING,RELAXATION,95,1
DIRECT,DIRECTOR,95,1
INSURANCE,SAFETY,95,1
ATTACK,AGGRESSIVE,95,1
BOND,COMMITMENT,95,1
FRIENDSHIP,UNITY,95,1
EDGE,RIM,95,1
BOND,ALLY,95,1
SEPARATE,ISOLATE,95,1
ABILITY,POTENTIAL,95,1
BLUFF,CLIFF,95,1
FLOAT,BOUANCY,95,2
CATERPILLAR,BUG,95,1
CONSIDER,THOUGHTFUL,95,1
DIRECT,STEER,95,1
CLERK,STOREKEEPER,95,1
BOND,PARTNERSHIP,95,1
FRIGHTENED,PETRIFIED,95,1
SHUT,CLOSURE,95,1
CIGAR,HABANO,95,1
ASTEROID,PLANET,95,1
JOY,DELIGHT,95,1
FLOAT,VESSEL,95,1
FLUSH,CLEANSE,95,1
POLICE,FORCE,95,1
JOY,ELATION,95,1
FRIENDSHIP,LOYALTY,95,1
RURAL,FARMING,95,1
SEASON,FALL,95,1
POLICE,GUARD,95,1
DIRECT,ORIENTATION,95,1
ACTIVITY,MOVEMENT,95,1
CUSS,SWEARING,95,1
NEIGHBOR,RESIDENT,95,1
LIVING,RESIDE,95,1
MEND,PATCH,95,1
INSURANCE,HEALTH,95,1
SHUT,OPEN,95,1
PLAYING,GAMBLING,95,1
FRIENDSHIP,COMRADE,95,1
RELIABLE,TRUSTY,95,1
KING,ROYALTY,95,1
PEANUT BUTTER,SNACK,95,1
RADIO,FREQUENCY,95,1
CLERK,CLERICAL,95,1
BOND,UNION,95,1
DOMAIN,PROPERTY,95,1
LIVING,EXISTANCE,95,1
CALIFORNIA,COAST,95,1
ANGLE,VIEW,95,1
SOUTHERN,SOUTHERNER,95,1
ENTERTAINMENT,MOVIE,95,1
ACQUIRE,POSSESS,95,1
DENT,CHIPPED,95,1
LIVING,RESIDENTIAL,95,1
FREQUENT,CONSTANT,95,1
EYEBALL,VISUAL,95,1
ALARM,EMERGENCY,95,1
FLOAT,AIRBORNE,95,1
FISHING,CATCHING,95,1
DECISION,CHOOSE,95,1
DOMAIN,EMPIRE,95,1
