Cues,Targets,Sample Size,Count
ANXIOUS,WORRIED,195,183
BRANDY,LIQUOR,195,117
RECIPE,INSTRUCTION,195,2
SUN,STAR,195,180
FRIENDSHIP,COMPANIONSHIP,195,155
INVENT,CREATE,197,142
LEVER,MECHANISM,197,79
FACTORY,MANUFACTURE,197,4
NEIGHBOR,NEIGHBOURHOOD,197,1
IMAGINATION,CREATIVE,197,25
SEASON,TIME,197,91
SHOWER,RAIN,197,47
PRIM,PROPER,197,136
CORPORAL,MILITARY,197,22
ANXIETY,STRESS,197,111
DISCOURAGE,DISSUADE,197,4
ROPE,TWINE,197,1
HAUNT,LINGER,197,1
FLUSH,TOILET,197,19
STRAP,FASTEN,197,108
CONSIDER,THINK,197,21
IMPORTANT,SIGNIFICANT,197,76
KING,RULER,196,94
ANGLE,DIRECTION,196,4
FIN,SWIM,196,34
DIRECT,GUIDE,196,166
SOUTHERN,SOUTH,196,78
ATTACK,STRIKE,196,16
ACTIVITY,ENGAGEMENT,196,10
POLICE,OFFICER,196,27
BOND,CONNECT,196,30
FREEZE,STUCK,196,1
BAPTIST,DENOMINATION,196,41
FLEA,BUG,196,7
GRADUATE,COMPLETION,196,6
STOP,HALT,196,152
FREQUENT,OFTEN,196,39
BURIAL,FUNERAL,196,49
STRICT,RIGID,195,18
MINK,ANIMAL,195,13
ECONOMY,FINANCE,195,25
PLAYING,FUN,194,55
BOIL,COOK,195,88
RECIPE,COOKING,195,86
LEVER,PUSH,197,2
FACTORY,PRODUCTION,197,142
NEIGHBOR,NEIGHBORLY,197,19
SEASON,CHANGE,197,4
SHOWER,WATER,197,75
FENCE,BOUNDARY,197,94
CORPORAL,SOLDIER,197,42
ROPE,TIE,197,47
SAVE,PRESERVE,197,133
FLUSH,CLEAN,197,16
ROOF,TOP,197,109
ANGLE,POSITION,196,3
SUICIDE,TRAGIC,196,6
PENCIL,WRITE,196,57
FISHING,CATCH,196,29
SOUTHERN,REGION,196,28
CLERK,ASSISTANT,196,15
POLICE,LAW,196,67
GRADUATE,DEGREE,196,113
STRICT,STERN,195,2
BRAKE,SLOW,195,2
BLUFF,DECEIVE,195,177
ECONOMY,FINANCES,195,81
INCLINE,TILT,195,6
RECIPE,COOK,195,20
FRIENDSHIP,RELATIONSHIP,195,14
NEIGHBOR,NEARBY,197,64
LIVING,ALIVE,197,48
SEASON,AUTUMN,197,14
CORPORAL,OFFICER,197,15
ROPE,CORD,197,66
FLUSH,CLEANSE,197,70
BASIC,SIMPLE,197,66
LIGHT,BRIGHT,196,17
SUICIDE,TRAGEDY,196,22
FREEZE,CHILL,196,27
FLEA,PARASITE,196,126
MEND,FIX,196,13
ABILITY,CAPABILITY,195,47
ANXIOUS,NERVOUS,195,10
BRANDY,ALCOHOL,195,56
FRIENDSHIP,BOND,195,14
LEVER,TOOL,197,19
ASSUME,GUESS,197,7
CATERPILLAR,LARVAE,197,11
STRANGE,UNUSUAL,197,97
STRAP,BELT,197,23
IMPORTANT,ESSENTIAL,197,35
FIN,END,196,36
FREEZE,STOP,196,4
CAUTION,ALERT,196,8
CIGAR,TOBACCO,196,25
STRICT,FIRM,195,11
LEVER,CONTROL,197,12
SHOWER,CLEANSE,197,36
BUTTER,NUTTY,196,1
INSURANCE,PROTECTION,196,6
CLERK,ATTENDANT,196,67
ACTIVITY,TASK,196,4
BAPTIST,RELIGIOUS,196,25
CUSS,CURSE,195,38
ASTEROID,ROCK,195,5
PRIM,PRIMARILY,197,5
DISCOURAGE,DEMOTIVATE,197,20
SURFACE,EXTERIOR,197,68
CONSIDER,CONTEMPLATE,197,11
ANGLE,PERSPECTIVE,196,17
POLICE,LAW ENFORCEMENT,196,87
BAPTIST,BAPTIST,196,11
CAUTION,CAREFUL,196,20
ASTEROID,CELESTIAL BODY,195,13
DOMAIN,AREA,195,15
INCLINE,TENDENCY,195,1
RECIPE,RECIPE,195,7
ANGLE,SLOPE,196,53
PENCIL,WRITING TOOL,196,5
ASTEROID,SPACE ROCK,195,12
PLAYING,GAMING,194,8
RECIPE,FORMULA,195,38
PRIM,ELEGANT,197,4
EDGE,BOUNDARY,197,36
STRAP,BAND,197,26
FIN,APPENDAGE,196,16
EYEBALL,VISION,196,54
STRICT,STRINGENT,195,16
RECIPE,INSTRUCTIONS,195,15
INVENT,INNOVATE,197,9
LEVER,PIVOT,197,3
BRIEF,CONCISE,197,49
ROPE,STRING,197,13
CALIFORNIA,SUNSHINE,197,19
STRANGE,PECULIAR,197,5
STRAP,BUCKLE,197,9
ROOF,OVERHEAD,197,23
IMPORTANT,VITAL,197,18
FIN,SHARK,196,3
FISHING,ANGLER,196,8
CLERK,CASHIER,196,3
BAPTIST,BAPTIZE,196,3
STARS,CONSTELLATION,196,1
ASTEROID,METEOR,195,33
INCLINE,LEAN,195,23
SUN,SHINE,195,3
FLUSH,RINSE,197,7
KING,SOVEREIGN,196,1
SOUTHERN,SOUTHERNLY,196,1
ASTEROID,CELESTIAL,195,17
FIN,FISH,196,47
DECORATION,ADORNMENT,197,9
ASSUME,SUPPOSE,197,24
FLUSH,EMPTY,197,6
PLAYING,GAME,194,10
RECIPE,METHOD,195,2
CATERPILLAR,CATERPILLAR,197,4
DANGEROUS,RISKY,197,13
BAPTIST,BAPTISM,196,5
GRADUATE,COMPLETE,196,22
BULLY,HARASS,196,3
CLERK,SALESPERSON,196,12
FENCE,BOUNDARIES,197,1
STRANGE,UNFAMILIAR,197,1
LIGHT,ILLUMINATION,196,16
PENCIL,WRITING INSTRUMENT,196,4
SOUTHERN,SOUTHERNMOST,196,26
ATTACK,ASSAIL,196,4
EYEBALL,SIGHT,196,10
ECONOMY,FINANCIAL SYSTEM,195,16
RELIABLE,DEPENDABLE,197,26
RADIO,WIRELESS,197,2
CALIFORNIA,GOLDEN,197,1
FLOAT,BUOYANT,195,10
LEVER,LIFT,197,13
ROPE,PULL,197,1
SUICIDE,DEATH,196,2
ACTIVITY,MOVEMENT,196,1
LEVER,POWER,197,9
SEASON,SPRING,197,8
CAUTION,CARE,196,6
LIVING,EXISTENCE,197,9
DECORATION,EMBELLISHMENT,197,1
SURFACE,OUTER,197,5
PENCIL,PEN,196,2
ECONOMY,ECONOMICS,195,2
FLOAT,GLIDE,195,2
FORBIDDEN,BANNED,195,6
BRANDY,SPIRIT,195,14
STRANGE,WEIRD,197,14
SUICIDE,END,196,9
FREEZE,COLD,196,3
EYEBALL,OPTIC,196,1
RECIPE,COOKING INSTRUCTIONS,195,11
FLUSH,ELIMINATE,197,3
BAPTIST,CHRISTIAN,196,5
GRADUATE,ACHIEVE,196,2
DECORATION,ADORN,197,9
FENCE,ENCLOSE,197,1
ROPE,TUG,197,1
FLUSH,FLUSH,197,19
INVENT,INVENTOR,197,3
DENT,DENTIST,197,4
CATERPILLAR,BUTTERFLY,197,6
SOUTHERN,HEMISPHERE,196,1
STRICT,SEVERE,195,2
FRIGHTENED,TERRIFIED,196,8
RADIO,BROADCASTING,197,4
BRAKE,STOPPER,195,9
FLOAT,BUOY,195,3
FREQUENT,OCCUR OFTEN,196,1
ANGLE,MEASURE,196,1
ANGLE,DEGREE,196,5
BURIAL,INTER,196,2
RECIPE,COOKERY,195,5
SEASON,WINTER,197,3
FREQUENT,REGULARLY,196,1
MINK,WEASEL,195,1
SUICIDE,TRAGICALLY,196,1
NEIGHBOR,PROXIMITY,197,1
BOND,LINK,196,1
CAUTION,CAREFULNESS,196,2
PRIM,REFINED,197,1
CORPORAL,SERGEANT,197,3
GRADUATE,GRADUATION,196,3
EYEBALL,RETINA,196,1
PLAYING,GAMES,194,3
CLERK,OFFICE,196,1
ANXIETY,NERVOUS,197,1
FLUSH,EXPEL,197,2
KING,ROYALTY,196,3
BASIC,FUNDMENTAL,197,1
DISCOURAGE,DEMORALIZE,197,3
SEASON,FALL,197,2
SUN,SUNSHINE,195,4
LEVER,LEVER,197,20
NEIGHBOR,NEIGHBOR,197,18
PRIM,PRIM,197,13
ROPE,ROPE,197,14
SAVE,PROTECT,197,8
ROOF,ROOF,197,6
BULLY,BULLY,196,7
ANGLE,ANGLE,196,7
FIN,FIN,196,14
ECONOMY,ECONOMY,195,8
FIN,EXTREMITY,196,6
PENCIL,STATIONERY,196,1
FRIENDSHIP,CAMARADERIE,195,4
FRIENDSHIP,CONNECTION,195,3
FACTORY,INDUSTRY,197,5
ROPE,LASSO,197,7
CATERPILLAR,INSECT,197,6
ACTIVITY,MOTION,196,1
GRADUATE,ALUMNUS,196,1
CIGAR,SMOKING,196,1
PRIM,PRIMARY,197,1
FIN,FINISH,196,2
GRADUATE,ALUMNI,196,1
FORBIDDEN,TABOO,195,3
LEVER,FORCE,197,11
CALIFORNIA,SUNNY,197,1
SOUTHERN,SOUTHERN HEMISPHERE,196,2
ALARM,WARNING,195,1
STRAP,BIND,197,3
FRIGHTENED,AFRAID,196,3
EYEBALL,OCU,196,1
GRADUATE,GRADUATE,196,8
ROOF,TOPMOST,197,5
GRADUATE,COMMENCE,196,2
ABILITY,TALENT,195,1
ASTEROID,CELESTIAL OBJECT,195,12
BAPTIST,PROTESTANT,196,1
RECIPE,DISH,195,3
LEVER,ACTION,197,3
NEIGHBOR,FRIEND,197,1
HAUNT,HAUNTED,197,1
RADIO,MUSIC,197,3
DIRECT,GUIDED,196,1
CLERK,WORKER,196,2
FREEZE,ICE,196,3
CREW,TEAM.,198,1
PIGMENT,COLOR.,197,1
INVENT,CREATE.,197,1
LEVER,MECHANISM.,197,1
RELIABLE,TRUSTWORTHY.,197,1
FACTORY,MANUFACTURING.,197,1
DENT,DAMAGE.,197,1
NEIGHBOR,NEARBY.,197,1
IMAGINATION,CREATIVITY.,197,1
LIVING,LIFE.,197,1
SEASON,TIME.,197,1
SHOWER,RAIN.,197,1
PRIM,PROPER.,197,1
RURAL,COUNTRYSIDE.,197,1
CHEDDAR,CHEESE.,197,1
DECORATION,ORNAMENT.,197,1
FENCE,BOUNDARY.,197,1
CORPORAL,PHYSICAL.,197,1
BRIEF,SHORT.,197,1
ANXIETY,STRESS.,197,1
ASSUME,PRESUME.,197,1
DISCOURAGE,DETER.,197,1
ROPE,LASSO.,197,1
HAUNT,GHOST.,197,1
SECURE,SAFE.,197,1
SURFACE,EXTERIOR.,197,1
RADIO,BROADCAST.,197,1
PUKE,VOMIT.,197,1
EDGE,BORDER.,197,1
CALIFORNIA,STATE.,197,1
SAVE,PRESERVE.,197,1
CATERPILLAR,LARVA.,197,1
FLUSH,EMPTY.,197,1
BASIC,FUNDAMENTAL.,197,1
GOODBYE,FAREWELL.,197,1
STRANGE,UNUSUAL.,197,1
STRAP,FASTEN.,197,1
CONSIDER,PONDER.,197,1
ROOF,TOP.,197,1
DANGEROUS,HAZARDOUS.,197,1
IMPORTANT,SIGNIFICANT.,197,1
BULLY,INTIMIDATE.,196,1
LIGHT,ILLUMINATE.,196,1
KING,MONARCH.,196,1
ANGLE,CORNER.,196,1
POPCORN,SNACK.,196,1
FIN,FINALE.,196,1
PENCIL,WRITING.,196,1
BUTTER,SPREAD.,196,1
FISHING,ANGLING.,196,1
DIRECT,GUIDE.,196,1
INSURANCE,COVERAGE.,196,1
SOUTHERN,SOUTHERN.,196,1
DECISION,CHOICE.,196,1
ATTACK,ASSAULT.,196,1
CLERK,ATTENDANT.,196,1
ACTIVITY,ACTION.,196,1
POLICE,LAW ENFORCEMENT.,196,1
BOND,CONNECTION.,196,1
FRIGHTENED,SCARED.,196,1
FREEZE,SOLIDIFY.,196,1
BAPTIST,RELIGION.,196,1
ENTERTAINMENT,AMUSEMENT.,196,1
CAUTION,WARNING.,196,1
FEMALE,WOMAN.,196,1
FLEA,INSECT.,196,1
GRADUATE,DEGREE.,196,1
SHUT,CLOSE.,196,1
STOP,HALT.,196,1
FREQUENT,REGULAR.,196,1
CIGAR,SMOKE.,196,1
BURIAL,INTERMENT.,196,1
MEND,REPAIR.,196,1
SEPARATE,DIVIDE.,196,1
STARS,CELESTIAL.,196,1
EYEBALL,SIGHT.,196,1
STRICT,RIGOROUS.,195,1
CUSS,SWEAR.,195,1
ALARM,ALERT.,195,1
BRAKE,STOP.,195,1
ABILITY,SKILL.,195,1
BLUFF,DECEIVE.,195,1
OUTCOME,RESULT.,195,1
MINK,FUR.,195,1
FORBIDDEN,PROHIBITED.,195,1
ASTEROID,SPACE.,195,1
JOY,HAPPINESS.,195,1
ACQUIRE,OBTAIN.,195,1
ECONOMY,FINANCES.,195,1
FLOAT,DRIFT.,195,1
PLAYING,RECREATION.,194,1
BOIL,COOK.,195,1
DOMAIN,TERRITORY.,195,1
INCLINE,SLOPE.,195,1
ANXIOUS,WORRIED.,195,1
BRANDY,DRINK.,195,1
RECIPE,FOOD.,195,1
SUN,STAR.,195,1
FRIENDSHIP,COMPANIONSHIP.,195,1
PENCIL,SKETCH,196,1
BOIL,BUBBLE,195,3
GRADUATE,DEGREE HOLDER,196,3
SHUT,CLOSED,196,1
STARS,CELESTIAL BODIES,196,7
DOMAIN,REALM,195,2
PLAYING,ENGAGING,194,1
PRIM,PRIMORDIAL,197,2
POLICE,ENFORCE,196,5
ROPE,LINE,197,3
LEVER,MOVE,197,2
LEVER,BALANCE,197,1
ENTERTAINMENT,AMUSE,196,5
LEVER,MOTION,197,1
POLICE,OFFICERS,196,1
BAPTIST,CHURCH,196,1
LEVER,LIFTING,197,1
PRIM,PRIMED,197,3
FREEZE,STIFFEN,196,2
BLUFF,BLUFFING,195,1
DECORATION,DECOR,197,6
BOND,TIE,196,3
ENTERTAINMENT,FUN,196,5
FIN,FISH'S APPENDAGE,196,1
BAPTIST,RELIGIOUS DENOMINATION,196,1
CIGAR,TOBACCO PRODUCT,196,1
EYEBALL,VISUAL ORGAN,196,1
BRANDY,ALCOHOLIC BEVERAGE,195,1
IMAGINATION,DREAM,197,1
ACTIVITY,EXERCISE,196,3
FLUSH,RID,197,2
ANGLE,SLANT,196,2
CATERPILLAR,METAMORPHOSIS,197,2
BASIC,FUNDAMENTALS,197,1
SOUTHERN,WARM,196,1
EYEBALL,PUPIL,196,1
CORPORAL,RANK,197,9
CORPORAL,BODY,197,7
ASSUME,ASSUME,197,5
RADIO,TRANSMIT,197,2
FLUSH,WASH,197,1
FIN,TAIL,196,2
PENCIL,WRITING UTENSIL,196,2
RECIPE,COOKING INSTRUCTION,195,2
BURIAL,GRAVE,196,3
LEVER,LEVERAGED,197,3
EDGE,SHARP,197,2
DECORATION,AESTHETICS,197,1
FLUSH,PLUMMET,197,1
ANXIOUS,STRESSED,195,1
FRIENDSHIP,BONDING,195,1
SUICIDE,DEPRESSION,196,2
FREQUENT,COMMON,196,2
ECONOMY,MONEY,195,1
RECIPE,INGREDIENTS,195,1
STRANGE,BIZARRE,197,4
PRIM,FIRST,197,1
SUN,LIGHT,195,1
ANXIETY,FEAR,197,1
PENCIL,LEAD,196,1
FIN,FINISHING,196,2
BRANDY,DRINK,195,2
SHOWER,RAINFALL,197,1
HAUNT,VISIT,197,1
FLUSH,EVACUATE,197,2
FLEA,PARASITIC,196,1
BOND,BONDING,196,1
INVENT,CREATIVITY,197,1
PROMPT,GENERATE A RESPONSE WORD RELATED TO CREW.,1,1
WORDS,"PIGMENT, INVENT, LEVER, RELIABLE, FACTORY, DENT, NEIGHBOR, IMAGINATION, LIVING, SEASON, SHOWER, PRIM, RURAL, CHEDDAR, DECORATION, FENCE, CORPORAL, BRIEF, ANXIETY, ASSUME, DISCOURAGE, ROPE, HAUNT, SECURE, SURFACE, RADIO, PUKE, EDGE, CALIFORNIA, SAVE, CATERPILLAR, FLUSH, BASIC, GOODBYE, STRANGE, STRAP, CONSIDER, ROOF, DANGEROUS, IMPORTANT, BULLY, LIGHT, KING, ANGLE, POPCORN, FIN, SUICIDE, PENCIL, PEANUT BUTTER, FISHING, DIRECT, INSURANCE, SOUTHERN, DECISION, ATTACK, CLERK, ACTIVITY, POLICE, BOND, FRIGHTENED, FREEZE, BAPTIST, ENTERTAINMENT, CAUTION, FEMALE, FLEA, GRADUATE, SHUT, STOP, FREQUENT, CIGAR, BURIAL, MEND, SEPARATE, STARS, EYEBALL, STRICT, CUSS, ALARM, BRAKE, ABILITY, BLUFF, OUTCOME, MINK, FORBIDDEN, ASTEROID, JOY, ACQUIRE, ECONOMY, FLOAT, PLAYING, BOIL, DOMAIN, INCLINE, ANXIOUS, BRANDY, RECIPE, SUN, FRIENDSHIP",1,1
RESPONSE,PIRATE,1,1
CLERK,ADMINISTRATOR,196,1
DENT,DENT,197,2
SEASON,SEASON,197,5
ANXIETY,ANXIETY,197,1
DISCOURAGE,DISCOURAGE,197,1
SURFACE,SURFACE,197,5
EDGE,EDGE,197,6
CALIFORNIA,CALIFORNIA,197,4
SAVE,SAVE,197,5
BASIC,BASIC,197,3
STRAP,STRAP,197,3
LIGHT,LIGHT,196,2
POPCORN,POPCORN,196,4
SUICIDE,SUICIDE,196,3
PENCIL,PENCIL,196,3
BUTTER,PEANUT BUTTER,196,2
FISHING,FISHING,196,4
DIRECT,DIRECT,196,2
INSURANCE,INSURANCE,196,1
ATTACK,ATTACK,196,2
CLERK,CLERK,196,4
ACTIVITY,ACTIVITY,196,4
POLICE,POLICE,196,3
BOND,BOND,196,3
FREEZE,FREEZE,196,5
CAUTION,CAUTION,196,1
FLEA,FLEA,196,2
STOP,STOP,196,2
CIGAR,CIGAR,196,6
BURIAL,BURIAL,196,2
STARS,STARS,196,3
STRICT,STRICT,195,4
ALARM,ALARM,195,3
BRAKE,BRAKE,195,3
BLUFF,BLUFF,195,3
MINK,MINK,195,3
ASTEROID,ASTEROID,195,2
FLOAT,FLOAT,195,4
BOIL,BOIL,195,3
DOMAIN,DOMAIN,195,3
BRANDY,BRANDY,195,4
SUN,SUN,195,5
FRIENDSHIP,FRIENDSHIP,195,2
GRADUATE,FINISH,196,3
ACQUIRE,GAIN,195,1
CAUTION,WARN,196,1
JOY,DELIGHT,195,1
ATTACK,OFFENSIVE,196,1
EYEBALL,VISUAL,196,1
HAUNT,TORMENT,197,1
FREEZE,HALT,196,1
FLOAT,FLY,195,1
SURFACE,AREA,197,2
DECORATION,BEAUTIFY,197,1
SEASON,SUMMER,197,3
CUSS,CUSSING,195,1
NEIGHBOR,NEXT,197,1
DANGEROUS,UNSAFE,197,1
HAUNT,GHOSTLY,197,1
ROOF,SHELTER,197,1
SUN,SOLAR,195,1
FLUSH,FLOW,197,1
FIN,FLIPPER,196,2
INCLINE,SLANT,195,2
RECIPE,FOOD,195,1
SUICIDE,SADNESS,196,1
DIRECT,GUIDANCE,196,1
SOUTHERN,DIRECTION,196,1
PRIM,PREPARE,197,2
ANGLE,LATERAL,196,1
FLEA,PEST,196,1
CORPORAL,CORPORAL,197,3
RADIO,RADIO,197,3
ROPE,TETHER,197,3
LIVING,EXISTING,197,1
ROPE,ROPES,197,1
BAPTIST,BELIEVER,196,1
BOND,ATTACH,196,1
SECURE,SECURE,197,2
KING,KING,196,1
INSURANCE,ASSURANCE,196,1
HAUNT,TROUBLE,197,1
CATERPILLAR,BUG,197,1
BRAKE,STOPPING,195,1
IMPORTANT,SIGNIFICANCE,197,1
ANXIETY,NERVOUSNESS,197,1
CIGAR,CIGARETTE,196,1
CALIFORNIA,WEST,197,2
HAUNT,HAUNT,197,1
PLAYING,PLAY,194,1
PLAY,GAME,1,1
ANGLE,VANTAGE,196,1
IMPORTANT,SIGNIFICA,197,1
GRADUATE,DIPLOMAT,196,1
BURIAL,INTERNMENT,196,1
DANGEROUS,PERILOUS,197,1
RECIPE,CUISINE,195,1
MINK,FURRY,195,1
IMAGINATION,DREAMS,197,1
RADIO,STATION,197,1
FRIENDSHIP,FRIENDS,195,1
DENT,FLAW,197,1
PLAYING,ENTERTAINMENT,194,1
