,Cues,Targets,Sample Size,Count,Part of Speech,Synonym
125,BOND,CONNECT,196,30,N,True
126,FREEZE,STUCK,196,1,N,True
127,BAPTIST,DENOMINATION,196,41,N,True
128,FLEA,BUG,196,7,N,True
129,GRADUATE,COMPLETION,196,6,N,True
130,STOP,HALT,196,152,N,True
131,FREQUENT,OFTEN,196,39,ADV,False
132,BURIAL,FUNERAL,196,49,N,True
133,STRICT,RIGID,195,18,N,True
134,MINK,ANIMAL,195,13,N,True
135,ECONOMY,FINANCE,195,25,N,True
136,PLAYING,FUN,194,55,N,True
137,BOIL,COOK,195,88,N,True
138,RECIPE,COOKING,195,86,N,True
139,LEVER,PUSH,197,2,N,True
140,FACTORY,PRODUCTION,197,142,N,True
141,NEIGHBOR,NEIGHBORLY,197,19,N,False
142,SEASON,CHANGE,197,4,N,True
143,SHOWER,WATER,197,75,N,True
144,FENCE,BOUNDARY,197,94,N,True
145,CORPORAL,SOLDIER,197,42,N,True
146,ROPE,TIE,197,47,N,True
147,SAVE,PRESERVE,197,133,N,True
148,FLUSH,CLEAN,197,16,N,True
149,ROOF,TOP,197,109,N,True
150,ANGLE,POSITION,196,3,N,True
151,SUICIDE,TRAGIC,196,6,N,False
152,PENCIL,WRITE,196,57,V,True
153,FISHING,CATCH,196,29,N,True
154,SOUTHERN,REGION,196,28,N,False
155,CLERK,ASSISTANT,196,15,N,True
156,POLICE,LAW,196,67,N,True
157,GRADUATE,DEGREE,196,113,N,True
158,STRICT,STERN,195,2,N,True
159,BRAKE,SLOW,195,2,V,True
160,BLUFF,DECEIVE,195,177,N,True
161,ECONOMY,FINANCES,195,81,N,True
162,INCLINE,TILT,195,6,N,True
163,RECIPE,COOK,195,20,N,True
164,FRIENDSHIP,RELATIONSHIP,195,14,N,True
165,NEIGHBOR,NEARBY,197,64,ADV,False
166,LIVING,ALIVE,197,48,N,True
167,SEASON,AUTUMN,197,14,N,True
168,CORPORAL,OFFICER,197,15,N,True
169,ROPE,CORD,197,66,N,True
170,FLUSH,CLEANSE,197,70,N,True
171,BASIC,SIMPLE,197,66,N,True
172,LIGHT,BRIGHT,196,17,N,True
173,SUICIDE,TRAGEDY,196,22,N,True
174,FREEZE,CHILL,196,27,N,True
175,FLEA,PARASITE,196,126,N,True
176,MEND,FIX,196,13,N,True
177,ABILITY,CAPABILITY,195,47,N,True
178,ANXIOUS,NERVOUS,195,10,N,True
179,BRANDY,ALCOHOL,195,56,N,True
180,FRIENDSHIP,BOND,195,14,N,True
181,LEVER,TOOL,197,19,N,True
182,ASSUME,GUESS,197,7,N,True
183,CATERPILLAR,LARVAE,197,11,N,True
184,STRANGE,UNUSUAL,197,97,N,True
185,STRAP,BELT,197,23,N,True
186,IMPORTANT,ESSENTIAL,197,35,N,True
187,FIN,END,196,36,N,True
188,FREEZE,STOP,196,4,N,True
189,CAUTION,ALERT,196,8,N,True
190,CIGAR,TOBACCO,196,25,N,True
191,STRICT,FIRM,195,11,N,True
192,LEVER,CONTROL,197,12,N,True
193,SHOWER,CLEANSE,197,36,N,True
194,BUTTER,NUTTY,196,1,N,False
195,INSURANCE,PROTECTION,196,6,N,True
196,CLERK,ATTENDANT,196,67,N,True
197,ACTIVITY,TASK,196,4,N,True
198,BAPTIST,RELIGIOUS,196,25,N,True
199,CUSS,CURSE,195,38,N,True
200,ASTEROID,ROCK,195,5,N,True
201,PRIM,PRIMARILY,197,5,N,False
202,DISCOURAGE,DEMOTIVATE,197,20,N,False
203,SURFACE,EXTERIOR,197,68,N,True
204,CONSIDER,CONTEMPLATE,197,11,N,True
205,ANGLE,PERSPECTIVE,196,17,N,True
206,POLICE,LAW ENFORCEMENT,196,87,N,False
207,BAPTIST,BAPTIST,196,11,N,True
208,CAUTION,CAREFUL,196,20,N,False
209,ASTEROID,CELESTIAL BODY,195,13,N,False
210,DOMAIN,AREA,195,15,N,True
211,INCLINE,TENDENCY,195,1,N,True
212,RECIPE,RECIPE,195,7,N,True
213,ANGLE,SLOPE,196,53,N,True
214,PENCIL,WRITING TOOL,196,5,N,False
215,ASTEROID,SPACE ROCK,195,12,N,False
216,PLAYING,GAMING,194,8,N,True
217,RECIPE,FORMULA,195,38,N,True
218,PRIM,ELEGANT,197,4,N,True
219,EDGE,BOUNDARY,197,36,N,True
220,STRAP,BAND,197,26,N,True
221,FIN,APPENDAGE,196,16,N,True
222,EYEBALL,VISION,196,54,N,True
223,STRICT,STRINGENT,195,16,N,True
224,RECIPE,INSTRUCTIONS,195,15,N,True
225,INVENT,INNOVATE,197,9,N,True
226,LEVER,PIVOT,197,3,N,True
227,BRIEF,CONCISE,197,49,N,False
228,ROPE,STRING,197,13,N,True
229,CALIFORNIA,SUNSHINE,197,19,N,True
230,STRANGE,PECULIAR,197,5,N,True
231,STRAP,BUCKLE,197,9,N,True
232,ROOF,OVERHEAD,197,23,N,True
233,IMPORTANT,VITAL,197,18,N,True
234,FIN,SHARK,196,3,N,True
235,FISHING,ANGLER,196,8,N,True
236,CLERK,CASHIER,196,3,N,True
237,BAPTIST,BAPTIZE,196,3,N,False
238,STARS,CONSTELLATION,196,1,N,True
239,ASTEROID,METEOR,195,33,N,True
240,INCLINE,LEAN,195,23,N,True
241,SUN,SHINE,195,3,N,True
242,FLUSH,RINSE,197,7,N,True
243,KING,SOVEREIGN,196,1,N,True
244,SOUTHERN,SOUTHERNLY,196,1,N,False
245,ASTEROID,CELESTIAL,195,17,N,True
246,FIN,FISH,196,47,N,True
247,DECORATION,ADORNMENT,197,9,N,True
248,ASSUME,SUPPOSE,197,24,N,True
249,FLUSH,EMPTY,197,6,N,True
250,PLAYING,GAME,194,10,N,True
251,RECIPE,METHOD,195,2,N,True
252,CATERPILLAR,CATERPILLAR,197,4,N,True
253,DANGEROUS,RISKY,197,13,AJ,True
254,BAPTIST,BAPTISM,196,5,N,True
255,GRADUATE,COMPLETE,196,22,AJ,True
256,BULLY,HARASS,196,3,N,True
257,CLERK,SALESPERSON,196,12,N,True
258,FENCE,BOUNDARIES,197,1,N,True
259,STRANGE,UNFAMILIAR,197,1,N,True
260,LIGHT,ILLUMINATION,196,16,N,True
261,PENCIL,WRITING INSTRUMENT,196,4,N,False
262,SOUTHERN,SOUTHERNMOST,196,26,N,True
263,ATTACK,ASSAIL,196,4,N,True
264,EYEBALL,SIGHT,196,10,N,True
265,ECONOMY,FINANCIAL SYSTEM,195,16,N,False
266,RELIABLE,DEPENDABLE,197,26,N,True
267,RADIO,WIRELESS,197,2,N,True
268,CALIFORNIA,GOLDEN,197,1,N,False
269,FLOAT,BUOYANT,195,10,N,False
270,LEVER,LIFT,197,13,N,True
271,ROPE,PULL,197,1,N,True
272,SUICIDE,DEATH,196,2,N,True
273,ACTIVITY,MOVEMENT,196,1,N,True
274,LEVER,POWER,197,9,N,True
275,SEASON,SPRING,197,8,N,True
276,CAUTION,CARE,196,6,N,True
277,LIVING,EXISTENCE,197,9,N,True
278,DECORATION,EMBELLISHMENT,197,1,N,True
279,SURFACE,OUTER,197,5,N,True
280,PENCIL,PEN,196,2,N,True
281,ECONOMY,ECONOMICS,195,2,N,True
282,FLOAT,GLIDE,195,2,N,True
283,FORBIDDEN,BANNED,195,6,N,True
284,BRANDY,SPIRIT,195,14,N,True
285,STRANGE,WEIRD,197,14,AJ,True
286,SUICIDE,END,196,9,N,True
287,FREEZE,COLD,196,3,N,True
288,EYEBALL,OPTIC,196,1,N,True
289,RECIPE,COOKING INSTRUCTIONS,195,11,N,False
290,FLUSH,ELIMINATE,197,3,N,True
291,BAPTIST,CHRISTIAN,196,5,N,True
292,GRADUATE,ACHIEVE,196,2,N,True
293,DECORATION,ADORN,197,9,N,False
294,FENCE,ENCLOSE,197,1,N,True
295,ROPE,TUG,197,1,N,True
296,FLUSH,FLUSH,197,19,N,True
297,INVENT,INVENTOR,197,3,N,False
298,DENT,DENTIST,197,4,N,True
299,CATERPILLAR,BUTTERFLY,197,6,N,True
300,SOUTHERN,HEMISPHERE,196,1,N,False
301,STRICT,SEVERE,195,2,N,True
302,FRIGHTENED,TERRIFIED,196,8,N,True
303,RADIO,BROADCASTING,197,4,N,True
304,BRAKE,STOPPER,195,9,N,True
305,FLOAT,BUOY,195,3,N,True
306,FREQUENT,OCCUR OFTEN,196,1,N,False
307,ANGLE,MEASURE,196,1,N,True
308,ANGLE,DEGREE,196,5,N,True
309,BURIAL,INTER,196,2,N,False
310,RECIPE,COOKERY,195,5,N,True
311,SEASON,WINTER,197,3,N,True
312,FREQUENT,REGULARLY,196,1,N,False
313,MINK,WEASEL,195,1,N,True
314,SUICIDE,TRAGICALLY,196,1,N,False
315,NEIGHBOR,PROXIMITY,197,1,N,True
316,BOND,LINK,196,1,N,True
317,CAUTION,CAREFULNESS,196,2,N,True
318,PRIM,REFINED,197,1,N,True
319,CORPORAL,SERGEANT,197,3,N,True
320,GRADUATE,GRADUATION,196,3,N,True
321,EYEBALL,RETINA,196,1,N,True
322,PLAYING,GAMES,194,3,N,True
323,CLERK,OFFICE,196,1,N,True
324,ANXIETY,NERVOUS,197,1,N,False
325,FLUSH,EXPEL,197,2,N,True
326,KING,ROYALTY,196,3,N,True
327,BASIC,FUNDMENTAL,197,1,N,False
328,DISCOURAGE,DEMORALIZE,197,3,N,True
329,SEASON,FALL,197,2,N,True
330,SUN,SUNSHINE,195,4,N,True
331,LEVER,LEVER,197,20,N,True
332,NEIGHBOR,NEIGHBOR,197,18,N,True
333,PRIM,PRIM,197,13,N,True
334,ROPE,ROPE,197,14,N,True
335,SAVE,PROTECT,197,8,N,True
336,ROOF,ROOF,197,6,N,True
337,BULLY,BULLY,196,7,N,True
338,ANGLE,ANGLE,196,7,N,True
339,FIN,FIN,196,14,N,True
340,ECONOMY,ECONOMY,195,8,N,True
341,FIN,EXTREMITY,196,6,N,True
342,PENCIL,STATIONERY,196,1,N,True
343,FRIENDSHIP,CAMARADERIE,195,4,N,True
344,FRIENDSHIP,CONNECTION,195,3,N,True
345,FACTORY,INDUSTRY,197,5,N,True
346,ROPE,LASSO,197,7,N,True
347,CATERPILLAR,INSECT,197,6,N,True
348,ACTIVITY,MOTION,196,1,N,True
349,GRADUATE,ALUMNUS,196,1,N,True
350,CIGAR,SMOKING,196,1,N,True
351,PRIM,PRIMARY,197,1,N,True
352,FIN,FINISH,196,2,N,True
353,GRADUATE,ALUMNI,196,1,N,True
354,FORBIDDEN,TABOO,195,3,N,True
355,LEVER,FORCE,197,11,N,True
356,CALIFORNIA,SUNNY,197,1,N,False
357,SOUTHERN,SOUTHERN HEMISPHERE,196,2,N,False
358,ALARM,WARNING,195,1,N,True
359,STRAP,BIND,197,3,N,True
360,FRIGHTENED,AFRAID,196,3,N,True
361,EYEBALL,OCU,196,1,N,False
362,GRADUATE,GRADUATE,196,8,N,True
363,ROOF,TOPMOST,197,5,N,False
364,GRADUATE,COMMENCE,196,2,N,True
365,ABILITY,TALENT,195,1,N,True
366,ASTEROID,CELESTIAL OBJECT,195,12,N,False
367,BAPTIST,PROTESTANT,196,1,N,True
368,RECIPE,DISH,195,3,N,True
369,LEVER,ACTION,197,3,N,True
370,NEIGHBOR,FRIEND,197,1,N,True
371,HAUNT,HAUNTED,197,1,N,True
372,RADIO,MUSIC,197,3,N,True
373,DIRECT,GUIDED,196,1,N,True
374,CLERK,WORKER,196,2,N,True
375,FREEZE,ICE,196,3,N,True
376,CREW,TEAM.,198,1,N,False
377,PIGMENT,COLOR.,197,1,N,False
378,INVENT,CREATE.,197,1,N,False
379,LEVER,MECHANISM.,197,1,N,False
380,RELIABLE,TRUSTWORTHY.,197,1,N,False
381,FACTORY,MANUFACTURING.,197,1,N,False
382,DENT,DAMAGE.,197,1,N,False
383,NEIGHBOR,NEARBY.,197,1,ADV,False
384,IMAGINATION,CREATIVITY.,197,1,N,False
385,LIVING,LIFE.,197,1,N,False
386,SEASON,TIME.,197,1,N,False
387,SHOWER,RAIN.,197,1,N,False
388,PRIM,PROPER.,197,1,N,False
389,RURAL,COUNTRYSIDE.,197,1,N,False
390,CHEDDAR,CHEESE.,197,1,N,False
391,DECORATION,ORNAMENT.,197,1,N,False
392,FENCE,BOUNDARY.,197,1,N,False
393,CORPORAL,PHYSICAL.,197,1,N,False
394,BRIEF,SHORT.,197,1,N,False
395,ANXIETY,STRESS.,197,1,N,False
396,ASSUME,PRESUME.,197,1,N,False
397,DISCOURAGE,DETER.,197,1,N,False
398,ROPE,LASSO.,197,1,N,False
399,HAUNT,GHOST.,197,1,N,False
400,SECURE,SAFE.,197,1,N,False
401,SURFACE,EXTERIOR.,197,1,N,False
402,RADIO,BROADCAST.,197,1,N,False
403,PUKE,VOMIT.,197,1,N,False
404,EDGE,BORDER.,197,1,N,False
405,CALIFORNIA,STATE.,197,1,N,False
406,SAVE,PRESERVE.,197,1,N,False
407,CATERPILLAR,LARVA.,197,1,N,False
408,FLUSH,EMPTY.,197,1,N,False
409,BASIC,FUNDAMENTAL.,197,1,N,False
410,GOODBYE,FAREWELL.,197,1,N,False
411,STRANGE,UNUSUAL.,197,1,N,False
412,STRAP,FASTEN.,197,1,N,False
413,CONSIDER,PONDER.,197,1,N,False
414,ROOF,TOP.,197,1,N,False
415,DANGEROUS,HAZARDOUS.,197,1,N,False
416,IMPORTANT,SIGNIFICANT.,197,1,N,False
417,BULLY,INTIMIDATE.,196,1,N,False
418,LIGHT,ILLUMINATE.,196,1,N,False
419,KING,MONARCH.,196,1,N,False
420,ANGLE,CORNER.,196,1,N,False
421,POPCORN,SNACK.,196,1,N,False
422,FIN,FINALE.,196,1,N,False
423,PENCIL,WRITING.,196,1,N,False
424,BUTTER,SPREAD.,196,1,N,False
425,FISHING,ANGLING.,196,1,N,False
426,DIRECT,GUIDE.,196,1,N,False
427,INSURANCE,COVERAGE.,196,1,N,False
428,SOUTHERN,SOUTHERN.,196,1,N,False
429,DECISION,CHOICE.,196,1,N,False
430,ATTACK,ASSAULT.,196,1,N,False
431,CLERK,ATTENDANT.,196,1,N,False
432,ACTIVITY,ACTION.,196,1,N,False
433,POLICE,LAW ENFORCEMENT.,196,1,N,False
434,BOND,CONNECTION.,196,1,N,False
435,FRIGHTENED,SCARED.,196,1,N,False
436,FREEZE,SOLIDIFY.,196,1,N,False
437,BAPTIST,RELIGION.,196,1,N,False
438,ENTERTAINMENT,AMUSEMENT.,196,1,N,False
439,CAUTION,WARNING.,196,1,N,False
440,FEMALE,WOMAN.,196,1,N,False
441,FLEA,INSECT.,196,1,N,False
442,GRADUATE,DEGREE.,196,1,N,False
443,SHUT,CLOSE.,196,1,N,False
444,STOP,HALT.,196,1,N,False
445,FREQUENT,REGULAR.,196,1,N,False
446,CIGAR,SMOKE.,196,1,N,False
447,BURIAL,INTERMENT.,196,1,N,False
448,MEND,REPAIR.,196,1,N,False
449,SEPARATE,DIVIDE.,196,1,N,False
450,STARS,CELESTIAL.,196,1,N,False
451,EYEBALL,SIGHT.,196,1,N,False
452,STRICT,RIGOROUS.,195,1,N,False
453,CUSS,SWEAR.,195,1,N,False
454,ALARM,ALERT.,195,1,N,False
455,BRAKE,STOP.,195,1,N,False
456,ABILITY,SKILL.,195,1,N,False
457,BLUFF,DECEIVE.,195,1,N,False
458,OUTCOME,RESULT.,195,1,N,False
459,MINK,FUR.,195,1,N,False
460,FORBIDDEN,PROHIBITED.,195,1,N,False
461,ASTEROID,SPACE.,195,1,N,False
462,JOY,HAPPINESS.,195,1,N,False
463,ACQUIRE,OBTAIN.,195,1,N,False
464,ECONOMY,FINANCES.,195,1,N,False
465,FLOAT,DRIFT.,195,1,N,False
466,PLAYING,RECREATION.,194,1,N,False
467,BOIL,COOK.,195,1,N,False
468,DOMAIN,TERRITORY.,195,1,N,False
469,INCLINE,SLOPE.,195,1,N,False
470,ANXIOUS,WORRIED.,195,1,N,False
471,BRANDY,DRINK.,195,1,N,False
472,RECIPE,FOOD.,195,1,N,False
473,SUN,STAR.,195,1,N,False
474,FRIENDSHIP,COMPANIONSHIP.,195,1,N,False
475,PENCIL,SKETCH,196,1,N,True
476,BOIL,BUBBLE,195,3,N,True
477,GRADUATE,DEGREE HOLDER,196,3,N,False
478,SHUT,CLOSED,196,1,N,True
479,STARS,CELESTIAL BODIES,196,7,N,False
480,DOMAIN,REALM,195,2,N,True
481,PLAYING,ENGAGING,194,1,N,True
482,PRIM,PRIMORDIAL,197,2,N,True
483,POLICE,ENFORCE,196,5,N,True
484,ROPE,LINE,197,3,N,True
485,LEVER,MOVE,197,2,N,True
486,LEVER,BALANCE,197,1,N,True
487,ENTERTAINMENT,AMUSE,196,5,N,False
488,LEVER,MOTION,197,1,N,True
489,POLICE,OFFICERS,196,1,N,True
490,BAPTIST,CHURCH,196,1,N,True
491,LEVER,LIFTING,197,1,N,True
492,PRIM,PRIMED,197,3,N,True
493,FREEZE,STIFFEN,196,2,N,True
494,BLUFF,BLUFFING,195,1,N,True
495,DECORATION,DECOR,197,6,N,True
496,BOND,TIE,196,3,N,True
497,ENTERTAINMENT,FUN,196,5,N,True
498,FIN,FISH'S APPENDAGE,196,1,N,False
499,BAPTIST,RELIGIOUS DENOMINATION,196,1,N,False
500,CIGAR,TOBACCO PRODUCT,196,1,N,False
501,EYEBALL,VISUAL ORGAN,196,1,N,False
502,BRANDY,ALCOHOLIC BEVERAGE,195,1,N,False
503,IMAGINATION,DREAM,197,1,N,True
504,ACTIVITY,EXERCISE,196,3,N,True
505,FLUSH,RID,197,2,V,True
506,ANGLE,SLANT,196,2,N,True
507,CATERPILLAR,METAMORPHOSIS,197,2,N,True
508,BASIC,FUNDAMENTALS,197,1,N,True
509,SOUTHERN,WARM,196,1,AJ,True
510,EYEBALL,PUPIL,196,1,N,True
511,CORPORAL,RANK,197,9,N,True
512,CORPORAL,BODY,197,7,N,True
513,ASSUME,ASSUME,197,5,V,True
514,RADIO,TRANSMIT,197,2,N,True
515,FLUSH,WASH,197,1,N,True
516,FIN,TAIL,196,2,N,True
517,PENCIL,WRITING UTENSIL,196,2,N,False
518,RECIPE,COOKING INSTRUCTION,195,2,N,False
519,BURIAL,GRAVE,196,3,N,True
520,LEVER,LEVERAGED,197,3,N,True
521,EDGE,SHARP,197,2,N,True
522,DECORATION,AESTHETICS,197,1,N,True
523,FLUSH,PLUMMET,197,1,N,True
524,ANXIOUS,STRESSED,195,1,N,True
525,FRIENDSHIP,BONDING,195,1,N,True
526,SUICIDE,DEPRESSION,196,2,N,True
527,FREQUENT,COMMON,196,2,N,True
528,ECONOMY,MONEY,195,1,N,True
529,RECIPE,INGREDIENTS,195,1,N,True
530,STRANGE,BIZARRE,197,4,N,True
531,PRIM,FIRST,197,1,ADV,True
532,SUN,LIGHT,195,1,N,True
533,ANXIETY,FEAR,197,1,N,True
534,PENCIL,LEAD,196,1,N,True
535,FIN,FINISHING,196,2,N,True
536,BRANDY,DRINK,195,2,N,True
537,SHOWER,RAINFALL,197,1,N,True
538,HAUNT,VISIT,197,1,N,True
539,FLUSH,EVACUATE,197,2,N,True
540,FLEA,PARASITIC,196,1,N,False
541,BOND,BONDING,196,1,N,True
542,INVENT,CREATIVITY,197,1,N,False
543,PROMPT,GENERATE A RESPONSE WORD RELATED TO CREW.,1,1,V,False
544,WORDS,"PIGMENT, INVENT, LEVER, RELIABLE, FACTORY, DENT, NEIGHBOR, IMAGINATION, LIVING, SEASON, SHOWER, PRIM, RURAL, CHEDDAR, DECORATION, FENCE, CORPORAL, BRIEF, ANXIETY, ASSUME, DISCOURAGE, ROPE, HAUNT, SECURE, SURFACE, RADIO, PUKE, EDGE, CALIFORNIA, SAVE, CATERPILLAR, FLUSH, BASIC, GOODBYE, STRANGE, STRAP, CONSIDER, ROOF, DANGEROUS, IMPORTANT, BULLY, LIGHT, KING, ANGLE, POPCORN, FIN, SUICIDE, PENCIL, PEANUT BUTTER, FISHING, DIRECT, INSURANCE, SOUTHERN, DECISION, ATTACK, CLERK, ACTIVITY, POLICE, BOND, FRIGHTENED, FREEZE, BAPTIST, ENTERTAINMENT, CAUTION, FEMALE, FLEA, GRADUATE, SHUT, STOP, FREQUENT, CIGAR, BURIAL, MEND, SEPARATE, STARS, EYEBALL, STRICT, CUSS, ALARM, BRAKE, ABILITY, BLUFF, OUTCOME, MINK, FORBIDDEN, ASTEROID, JOY, ACQUIRE, ECONOMY, FLOAT, PLAYING, BOIL, DOMAIN, INCLINE, ANXIOUS, BRANDY, RECIPE, SUN, FRIENDSHIP",1,1,N,False
545,RESPONSE,PIRATE,1,1,N,True
546,CLERK,ADMINISTRATOR,196,1,N,True
547,DENT,DENT,197,2,N,True
548,SEASON,SEASON,197,5,N,True
549,ANXIETY,ANXIETY,197,1,N,True
550,DISCOURAGE,DISCOURAGE,197,1,N,True
551,SURFACE,SURFACE,197,5,N,True
552,EDGE,EDGE,197,6,N,True
553,CALIFORNIA,CALIFORNIA,197,4,N,True
554,SAVE,SAVE,197,5,N,True
555,BASIC,BASIC,197,3,N,True
556,STRAP,STRAP,197,3,N,True
557,LIGHT,LIGHT,196,2,N,True
558,POPCORN,POPCORN,196,4,N,True
559,SUICIDE,SUICIDE,196,3,N,True
560,PENCIL,PENCIL,196,3,N,True
561,BUTTER,PEANUT BUTTER,196,2,N,False
562,FISHING,FISHING,196,4,N,True
563,DIRECT,DIRECT,196,2,AJ,True
564,INSURANCE,INSURANCE,196,1,N,True
565,ATTACK,ATTACK,196,2,N,True
566,CLERK,CLERK,196,4,N,True
567,ACTIVITY,ACTIVITY,196,4,N,True
568,POLICE,POLICE,196,3,N,True
569,BOND,BOND,196,3,N,True
570,FREEZE,FREEZE,196,5,N,True
571,CAUTION,CAUTION,196,1,N,True
572,FLEA,FLEA,196,2,N,True
573,STOP,STOP,196,2,N,True
574,CIGAR,CIGAR,196,6,N,True
575,BURIAL,BURIAL,196,2,N,True
576,STARS,STARS,196,3,N,True
577,STRICT,STRICT,195,4,N,True
578,ALARM,ALARM,195,3,N,True
579,BRAKE,BRAKE,195,3,N,True
580,BLUFF,BLUFF,195,3,N,True
581,MINK,MINK,195,3,N,True
582,ASTEROID,ASTEROID,195,2,N,True
583,FLOAT,FLOAT,195,4,N,True
