,Cues,Targets,Sample Size,Count,Part of Speech,Synonym
499,EDGE,BRINK,74,1,N,True
500,CATERPILLAR,METAMORPHOSIS,74,7,N,True
501,LIGHT,ILLUMINATED,74,1,N,True
502,PENCIL,GRAPHITE,74,7,N,True
503,FISHING,ANGLER,74,2,N,True
504,DECISION,CRITICAL,74,1,N,False
505,CLERK,PAPERWORK,74,7,N,True
506,STRICT,HARSH,74,3,N,True
507,CUSS,CURSE,74,5,N,True
508,BOIL,HEATED,74,4,N,True
509,IMAGINATION,CREATIVE,74,3,N,False
510,LIVING,LIFEFUL,74,1,N,False
511,SEASON,CYCLIC,74,1,N,False
512,CORPORAL,MILITANT,74,1,N,True
513,ASSUME,BELIEF,74,2,N,False
514,SURFACE,ROUGH,74,1,N,True
515,SAVE,PROTECT,74,6,N,True
516,CATERPILLAR,TRANSITION,74,1,N,True
517,CONSIDER,REFLECT,74,3,N,True
518,BULLY,AGGRESSIVE,74,2,N,True
519,POPCORN,SAVORY,74,3,N,True
520,FIN,AQUA,74,1,N,True
521,DIRECT,ORDER,74,2,N,True
522,DECISION,JUDGEMENT,74,4,N,True
523,ATTACK,CONFRONT,74,2,N,True
524,CLERK,WORKER,74,1,N,True
525,BOND,STRONG,74,1,N,False
526,GRADUATE,ACCOMPLISHED,74,1,N,True
527,FREQUENT,PERIODIC,74,1,N,True
528,BURIAL,GRIEF,74,3,N,True
529,EYEBALL,SIGHT,74,7,N,True
530,BLUFF,FAKERY,74,1,N,True
531,ASTEROID,SPACY,74,1,N,True
532,BRANDY,ALCOHOLIC,74,2,N,True
533,INVENT,CREATIVITY,74,14,N,False
534,IMAGINATION,DREAM,74,6,N,True
535,RURAL,COUNTRY,74,3,N,False
536,DECORATION,ART,74,3,N,True
537,FLUSH,BLUSH,74,1,N,True
538,LIGHT,RADIANT,74,1,N,True
539,FIN,SHARK,74,1,N,True
540,INSURANCE,COVER,74,2,N,True
541,ATTACK,DEFENSE,74,2,N,True
542,ALARM,WARNING,74,12,N,True
543,BLUFF,THREAT,74,1,N,True
544,ACQUIRE,POSSESS,74,4,N,True
545,RECIPE,FOOD,74,1,N,True
546,PRIM,NEAT,74,4,N,True
547,CHEDDAR,SAVORY,74,8,N,True
548,DISCOURAGE,DISHEARTEN,74,10,N,True
549,STRANGE,MYSTERIOUS,74,13,N,True
550,SOUTHERN,TRADITIONAL,74,4,N,True
551,ACTIVITY,ENGAGE,74,6,N,False
552,FRIGHTENED,TERRIFY,74,1,N,True
553,FREEZE,ICY,74,4,N,False
554,CIGAR,AROMATIC,74,2,N,False
555,STRICT,RIGOROUS,74,3,N,True
556,CUSS,TABOO,74,1,N,True
557,BLUFF,PRETEND,74,2,N,True
558,FORBIDDEN,RESTRICT,74,1,N,True
559,RECIPE,METHOD,74,2,N,True
560,EDGE,CLIFF,74,1,N,True
561,CATERPILLAR,LARVA,74,1,N,True
562,BULLY,AGGRESSION,74,2,N,True
563,LIGHT,ILLUMINATE,74,7,N,True
564,FISHING,HUNTING,74,1,N,True
565,SOUTHERN,SOUTHERN,74,2,N,True
566,ATTACK,VIOLENCE,74,1,N,True
567,CLERK,OFFICE,74,8,N,True
568,ACTIVITY,EXCITING,74,1,N,False
569,BOND,TRUST,74,3,N,True
570,MEND,HEAL,74,8,N,True
571,ALARM,SIGNAL,74,1,N,True
572,BLUFF,LIAR,74,1,N,True
573,DOMAIN,WEBSITE,74,2,N,True
574,LIVING,BREATHING,74,1,N,True
575,RURAL,SIMPLICITY,74,4,N,False
576,CHEDDAR,CHEESINESS,74,2,N,False
577,DECORATION,ARTISTIC,74,2,N,False
578,ASSUME,GUESS,74,7,N,True
579,RADIO,COMMUNICATION,74,6,N,True
580,SAVE,HELP,74,1,N,True
581,BULLY,OPPRESSIVE,74,3,N,True
582,BOND,PROMISE,74,1,N,True
583,FLEA,MINUSCULE,74,2,N,True
584,BLUFF,DECEIVE,74,13,N,True
585,FLOAT,LIGHTNESS,74,4,N,True
586,INCLINE,ASCEND,74,4,N,True
587,LEVER,MECHANISM,74,3,N,True
588,ROPE,BINDING,74,2,N,True
589,SAVE,CONSERVATION,74,1,N,True
590,FLUSH,HYGIENE,74,1,N,True
591,STRANGE,CURIOUS,74,1,N,True
592,STRAP,FASTENING,74,1,N,True
593,CONSIDER,EVALUATIVE,74,1,N,False
594,IMPORTANT,PRIORITIZE,74,2,N,False
595,KING,MONARCHY,74,1,N,True
596,DIRECT,DIRECTION,74,1,N,False
597,CLERK,BUREAUCRACY,74,2,N,True
598,ACTIVITY,ENERGY,74,2,N,True
599,CUSS,VULGARITY,74,1,N,True
600,DOMAIN,AUTHORITY,74,4,N,True
601,ANXIOUS,CONCERNED,74,1,N,True
602,BRANDY,WARMING,74,1,N,True
603,LEVER,PRESSURE,74,2,N,True
604,LIVING,VIBRANCY,74,1,N,True
605,PRIM,DEMURE,74,2,N,True
606,RURAL,DESERTED,74,1,N,False
607,DECORATION,BEAUTIFUL,74,4,N,False
608,BRIEF,SIMPLE,74,1,N,True
609,ASSUME,ASSUMPTION,74,1,N,False
610,DISCOURAGE,DEMOTIVATING,74,1,N,False
