Cue,Target,Probability
OATS, HILL,0.007
OATS, MILK,0.007
OATS, PORRIDGE,0.007
OATS, RAISINS,0.007
OATS, ROLLED,0.007
OATS, STOUT,0.007
OATS, WHITE,0.007
OATS, WILD,0.007
OBEY, AGAINST,0.007
OBEY, AGREE,0.007
OBEY, CHILD,0.007
OBEY, DEMAND,0.007
OBEY, DENY,0.007
OBEY, DISALLOW,0.007
OBEY, DISCIPLINE,0.007
OBEY, DISRESPECT,0.007
OBEY, DISTRUST,0.007
OBEY, HEED,0.007
OBEY, HONEST,0.007
OBEY, HONOR,0.007
OBEY, KNOW,0.007
OBEY, MASTER,0.007
OBEY, NO,0.007
OBEY, RESPOND,0.007
OBEY, RUDE,0.007
OBEY, SLAVE,0.007
OBEY, STAY,0.007
OBEY, STRICT,0.007
OBEY, SUBMISSIVE,0.007
OBEY, TRUST,0.007
OBEY, YES,0.007
OBJECT, AFFECTION,0.007
OBJECT, COURT,0.007
OBJECT, DESIRE,0.007
OBJECT, DESK,0.007
OBJECT, EAR,0.007
OBJECT, ERASER,0.007
OBJECT, FOREIGN,0.007
OBJECT, GEOMETRY,0.007
OBJECT, HIT,0.007
OBJECT, KNICKKNACK,0.007
OBJECT, MATTER,0.007
OBJECT, PART,0.007
OBJECT, PHRASE,0.007
OBJECT, PHYSICS,0.007
OBJECT, PLACE,0.007
OBJECT, PLANET,0.007
OBJECT, PREDICATE,0.007
OBJECT, PRINCIPLE,0.007
OBJECT, PURPOSE,0.007
OBJECT, REJECT,0.007
OBJECT, ROCK,0.007
OBJECT, SEX,0.007
OBJECT, SHARP,0.007
OBJECT, SMART,0.007
OBJECT, TABLE,0.007
OBJECT, TRIANGLE,0.007
OBJECT, VAGUE,0.007
OBJECT, VASE,0.007
OBJECTIVE, AIM,0.006
OBJECTIVE, CAREFUL,0.006
OBJECTIVE, CHAPTER,0.006
OBJECTIVE, COLLEGE,0.006
OBJECTIVE, COMPLETE,0.006
OBJECTIVE, CONQUEST,0.006
OBJECTIVE, CRITICISM,0.006
OBJECTIVE, DIRECT,0.006
OBJECTIVE, DISAGREE,0.006
OBJECTIVE, DO,0.006
OBJECTIVE, FINAL,0.006
OBJECTIVE, FUNCTION,0.006
OBJECTIVE, ITINERARY,0.006
OBJECTIVE, JOB,0.006
OBJECTIVE, KIND,0.006
OBJECTIVE, LAB,0.006
OBJECTIVE, LAW,0.006
OBJECTIVE, LIFE,0.006
OBJECTIVE, LOOK,0.006
OBJECTIVE, LOVE,0.006
OBJECTIVE, MISSION,0.006
OBJECTIVE, MOTIVE,0.006
OBJECTIVE, NOUN,0.006
OBJECTIVE, OPTIMISTIC,0.006
OBJECTIVE, OUTLOOK,0.006
OBJECTIVE, PATH,0.006
OBJECTIVE, PRACTICAL,0.006
OBJECTIVE, PRIMARY,0.006
OBJECTIVE, REALITY,0.006
OBJECTIVE, REFUSE,0.006
OBJECTIVE, REQUIREMENT,0.006
OBJECTIVE, SECURE,0.006
OBJECTIVE, SOLUTION,0.006
OBJECTIVE, STERILE,0.006
OBJECTIVE, STRATEGY,0.006
OBJECTIVE, STUDENT,0.006
OBJECTIVE, TASK,0.006
OBJECTIVE, TEACHER,0.006
OBJECTIVE, THING,0.006
OBJECTIVE, TOP,0.006
OBJECTIVE, VIEW,0.006
OBJECTIVE, WIN,0.006
OBJECTIVE, WORK,0.006
OBLIGATION, CHOICE,0.007
OBLIGATION, CHORE,0.007
OBLIGATION, CHURCH,0.007
OBLIGATION, COMPULSORY,0.007
OBLIGATION, CONTRACT,0.007
OBLIGATION, DEPARTMENT,0.007
OBLIGATION, DO,0.007
OBLIGATION, EXAM,0.007
OBLIGATION, EXPECTATION,0.007
OBLIGATION, FATE,0.007
OBLIGATION, FINANCIAL,0.007
OBLIGATION, FIRE,0.007
OBLIGATION, HASSLE,0.007
OBLIGATION, HATE,0.007
OBLIGATION, INCLINED,0.007
OBLIGATION, INVITATION,0.007
OBLIGATION, LIBRARY,0.007
OBLIGATION, MEETING,0.007
OBLIGATION, MILITARY,0.007
OBLIGATION, MONEY,0.007
OBLIGATION, MORAL,0.007
OBLIGATION, MOST,0.007
OBLIGATION, PENDING,0.007
OBLIGATION, PURPOSE,0.007
OBLIGATION, RELATIONSHIP,0.007
OBLIGATION, REQUIRED,0.007
OBLIGATION, RESPECT,0.007
OBLIGATION, SCHOOL,0.007
OBLIGATION, STACK,0.007
OBLIGATION, STUPID,0.007
OBLIGATION, TIED,0.007
OBLIGATION, TRUST,0.007
OBLIGATION, WILLINGNESS,0.007
OBNOXIOUS, AGGRAVATING,0.006
OBNOXIOUS, AMY,0.006
OBNOXIOUS, ANXIOUS,0.006
OBNOXIOUS, BAD,0.006
OBNOXIOUS, BEHAVIOR,0.006
OBNOXIOUS, BLONDE,0.006
OBNOXIOUS, BRAT,0.006
OBNOXIOUS, BROTHER,0.006
OBNOXIOUS, BUG,0.006
OBNOXIOUS, CLOWN,0.006
OBNOXIOUS, CONCEITED,0.006
OBNOXIOUS, DICK,0.006
OBNOXIOUS, DISGUSTING,0.006
OBNOXIOUS, DUMB,0.006
OBNOXIOUS, FOOL,0.006
OBNOXIOUS, FRIEND,0.006
OBNOXIOUS, GOD,0.006
OBNOXIOUS, GRAD STUDENTS,0.006
OBNOXIOUS, HYPERACTIVITY,0.006
OBNOXIOUS, IGNORANT,0.006
OBNOXIOUS, MAD,0.006
OBNOXIOUS, MAN,0.006
OBNOXIOUS, MEN,0.006
OBNOXIOUS, MIKE,0.006
OBNOXIOUS, MOM,0.006
OBNOXIOUS, NAUSEOUS,0.006
OBNOXIOUS, NICE,0.006
OBNOXIOUS, NOISY,0.006
OBNOXIOUS, NUISANCE,0.006
OBNOXIOUS, PERSONALITY,0.006
OBNOXIOUS, PEST,0.006
OBNOXIOUS, RIDICULOUS,0.006
OBNOXIOUS, ROUGH,0.006
OBNOXIOUS, SHITTY,0.006
OBNOXIOUS, SMART,0.006
OBNOXIOUS, STUCK-UP,0.006
OBNOXIOUS, STUDENTS,0.006
OBNOXIOUS, TOLERANT,0.006
OBNOXIOUS, WHINY,0.006
OBOE, ANNOYING,0.007
OBOE, ASTRAY,0.007
OBOE, BAD,0.007
OBOE, BASS,0.007
OBOE, BOAT,0.007
OBOE, BRICK,0.007
OBOE, CANOE,0.007
OBOE, CONCERT,0.007
OBOE, CONFUSED,0.007
OBOE, DARK,0.007
OBOE, DO,0.007
OBOE, DOG,0.007
OBOE, ELBOW,0.007
OBOE, GEEK,0.007
OBOE, GOOFY,0.007
OBOE, GUITAR,0.007
OBOE, HAND,0.007
OBOE, HARP,0.007
OBOE, HORRID,0.007
OBOE, HUMBLE,0.007
OBOE, LOW,0.007
OBOE, NOTHING,0.007
OBOE, ONE,0.007
OBOE, PIPE,0.007
OBOE, PLAY,0.007
OBOE, PLAYER,0.007
OBOE, QUESTION,0.007
OBOE, TOOL,0.007
OBOE, TOY,0.007
OBSCURE, ARTIST,0.007
OBSCURE, ATONALITY,0.007
OBSCURE, BLIND,0.007
OBSCURE, BROAD,0.007
OBSCURE, CLANDESTINE,0.007
OBSCURE, CLASS,0.007
OBSCURE, CLOUDY,0.007
OBSCURE, DIFFERENT,0.007
OBSCURE, DIFFICULT,0.007
OBSCURE, DIM,0.007
OBSCURE, FACT,0.007
OBSCURE, FOGGY,0.007
OBSCURE, FORGOTTEN,0.007
OBSCURE, FUZZY,0.007
OBSCURE, GREAT,0.007
OBSCURE, HARD,0.007
OBSCURE, HIDEOUS,0.007
OBSCURE, INNATE,0.007
OBSCURE, LINE,0.007
OBSCURE, LITTLE,0.007
OBSCURE, LOOK,0.007
OBSCURE, LOOSE,0.007
OBSCURE, MISCELLANEOUS,0.007
OBSCURE, MURKY,0.007
OBSCURE, NAME,0.007
OBSCURE, NEVER,0.007
OBSCURE, NONEXISTENT,0.007
OBSCURE, NOTHING,0.007
OBSCURE, NOWHERE,0.007
OBSCURE, OBFUSCATE,0.007
OBSCURE, OBSCENE,0.007
OBSCURE, OBSOLETE,0.007
OBSCURE, OBSTACLE,0.007
OBSCURE, OBSTINATE,0.007
OBSCURE, OBVIOUS,0.007
OBSCURE, OPEN,0.007
OBSCURE, OUT THERE,0.007
OBSCURE, PAINTING,0.007
OBSCURE, PLENTIFUL,0.007
OBSCURE, PROMINENT,0.007
OBSCURE, QUESTION,0.007
OBSCURE, ROUND,0.007
OBSCURE, SAD,0.007
OBSCURE, SCARCE,0.007
OBSCURE, SECURE,0.007
OBSCURE, SEEN,0.007
OBSCURE, SERENE,0.007
OBSCURE, SHADY,0.007
OBSCURE, TEACHERS,0.007
OBSCURE, THOUGHTS,0.007
OBSCURE, TINY,0.007
OBSCURE, TRIVIAL,0.007
OBSCURE, UNFOCUSED,0.007
OBSCURE, UNSEEN,0.007
OBSCURE, UNSURE,0.007
OBSCURE, VAGUE,0.007
OBSERVE, ATTENTIVE,0.008
OBSERVE, BIRDS,0.008
OBSERVE, COLLECT,0.008
OBSERVE, DEMONSTRATE,0.008
OBSERVE, DETECT,0.008
OBSERVE, DISLIKE,0.008
OBSERVE, LEARN,0.008
OBSERVE, LIFE,0.008
OBSERVE, PONDER,0.008
OBSERVE, SENSES,0.008
OBSERVE, STARE,0.008
OBSERVE, STUDY,0.008
OBSERVE, WITH,0.008
OBSESSION, ATTRACTION,0.007
OBSESSION, BAD,0.007
OBSESSION, BOY,0.007
OBSESSION, CONTROL,0.007
OBSESSION, CRAVING,0.007
OBSESSION, CRUSH,0.007
OBSESSION, DESPERATE,0.007
OBSESSION, DISEASE,0.007
OBSESSION, DRUGS,0.007
OBSESSION, EATING,0.007
OBSESSION, FANTASY,0.007
OBSESSION, FEELING,0.007
OBSESSION, FEMALES,0.007
OBSESSION, FETISH,0.007
OBSESSION, FOCUS,0.007
OBSESSION, FOOD,0.007
OBSESSION, FOR,0.007
OBSESSION, GAMBLE,0.007
OBSESSION, GIRL,0.007
OBSESSION, INDULGENCE,0.007
OBSESSION, INTENSE,0.007
OBSESSION, INTEREST,0.007
OBSESSION, JEALOUS,0.007
OBSESSION, LIFE,0.007
OBSESSION, MEN,0.007
OBSESSION, MINE,0.007
OBSESSION, MONEY,0.007
OBSESSION, OBSESSED,0.007
OBSESSION, OVERWHELMING,0.007
OBSESSION, PRIORITY,0.007
OBSESSION, PSYCHOTIC,0.007
OBSESSION, REGRESSION,0.007
OBSESSION, REPRESSION,0.007
OBSESSION, SMELL,0.007
OBSESSION, STUPID,0.007
OBSESSION, THOUGHT,0.007
OBSESSION, UNCONTROLLED,0.007
OBSESSION, WOMEN,0.007
OBSESSION, WRONG,0.007
OBSESSION, YEARNING,0.007
OBSTACLE, BATTLE,0.007
OBSTACLE, BUOY,0.007
OBSTACLE, CLIMB,0.007
OBSTACLE, CONE,0.007
OBSTACLE, CONQUER,0.007
OBSTACLE, FENCE,0.007
OBSTACLE, HIDE,0.007
OBSTACLE, HINDRANCE,0.007
OBSTACLE, HOOP,0.007
OBSTACLE, MERRY-GO-ROUND,0.007
OBSTACLE, MOUNTAIN,0.007
OBSTACLE, MOVE,0.007
OBSTACLE, NEEDLESS,0.007
OBSTACLE, NO PROBLEM,0.007
OBSTACLE, NOTHING,0.007
OBSTACLE, OBSTRUCTION,0.007
OBSTACLE, OLYMPICS,0.007
OBSTACLE, PARK,0.007
OBSTACLE, PASS,0.007
OBSTACLE, PATH,0.007
OBSTACLE, PLAYGROUND,0.007
OBSTACLE, ROCKS,0.007
OBSTACLE, SAT,0.007
OBSTACLE, STATUE,0.007
OBSTACLE, STONE,0.007
OBSTACLE, STOP,0.007
OBSTACLE, STRUGGLE,0.007
OBSTACLE, SURMOUNT,0.007
OBSTACLE, TERRITORY,0.007
OBSTACLE, TEST,0.007
OBSTACLE, THING,0.007
OBSTACLE, TIRE,0.007
OBSTACLE, TRACK,0.007
OBSTACLE, TREE,0.007
OBSTACLE, VEHICLE,0.007
OBSTACLE, WIN,0.007
OBTAIN, DESIRE,0.007
OBTAIN, EARN,0.007
OBTAIN, FETCH,0.007
OBTAIN, FOOD,0.007
OBTAIN, GOAL,0.007
OBTAIN, GRASP,0.007
OBTAIN, MAINTAIN,0.007
OBTAIN, PERMISSION,0.007
OBTAIN, PROCURE,0.007
OBTAIN, PURCHASE,0.007
OBTAIN, REQUEST,0.007
OBTAIN, SECURE,0.007
OBVIOUS, ABSTRUSE,0.007
OBVIOUS, ABSURD,0.007
OBVIOUS, AWARE,0.007
OBVIOUS, BIG,0.007
OBVIOUS, BLIND,0.007
OBVIOUS, BRIGHT,0.007
OBVIOUS, CLEARLY,0.007
OBVIOUS, CLOSE,0.007
OBVIOUS, DAY,0.007
OBVIOUS, DEVIOUS,0.007
OBVIOUS, DIRECT,0.007
OBVIOUS, DOUBTFUL,0.007
OBVIOUS, DUBIOUS,0.007
OBVIOUS, EXTREME,0.007
OBVIOUS, FACE,0.007
OBVIOUS, FAULT,0.007
OBVIOUS, FRONT,0.007
OBVIOUS, GIVEN,0.007
OBVIOUS, HARD,0.007
OBVIOUS, JOKE,0.007
OBVIOUS, NO DOUBT,0.007
OBVIOUS, NORMAL,0.007
OBVIOUS, NOTEWORTHY,0.007
OBVIOUS, NOW,0.007
OBVIOUS, OUT,0.007
OBVIOUS, OUTSTANDING,0.007
OBVIOUS, PATH,0.007
OBVIOUS, POINT,0.007
OBVIOUS, POLITICS,0.007
OBVIOUS, PREDICTABLE,0.007
OBVIOUS, REALIZATION,0.007
OBVIOUS, RED,0.007
OBVIOUS, RIGHT,0.007
OBVIOUS, SHOW,0.007
OBVIOUS, SNAKE,0.007
OBVIOUS, SORT,0.007
OBVIOUS, THERE,0.007
OBVIOUS, TRANSPARENT,0.007
OBVIOUS, TRUTH,0.007
OBVIOUS, UNCLEAR,0.007
OBVIOUS, UNFORESEEABLE,0.007
OBVIOUS, UNSEEN,0.007
OBVIOUS, USUAL,0.007
OBVIOUS, VIVID,0.007
OBVIOUS, YES,0.007
OCCUPATION, ADVOCATION,0.007
OCCUPATION, INTEREST,0.007
OCCUPATION, MANAGER,0.007
OCCUPATION, MILITARY,0.007
OCCUPATION, PROFESSION,0.007
OCCUPATION, PSYCHIATRIST,0.007
OCCUPATION, RETIRED,0.007
OCCUPATION, ROLE,0.007
OCCUPATION, SECRETARY,0.007
OCCUPATION, SINGER,0.007
OCCUPATION, SUITS,0.007
OCCUPATION, TALENT,0.007
OCCUPATION, TAXES,0.007
OCCUPATION, THERAPIST,0.007
OCCUPATION, UNEMPLOYED,0.007
OCCUPATION, UNIFORM,0.007
OCCUPIED, AREA,0.007
OCCUPIED, CAPTURE,0.007
OCCUPIED, ENGAGED,0.007
OCCUPIED, FINISHED,0.007
OCCUPIED, HERE,0.007
OCCUPIED, IN,0.007
OCCUPIED, IN USE,0.007
OCCUPIED, INSIDE,0.007
OCCUPIED, MARRIED,0.007
OCCUPIED, NO VACANCY,0.007
OCCUPIED, OWNED,0.007
OCCUPIED, POSSESS,0.007
OCCUPIED, RENTED,0.007
OCCUPIED, ROOM,0.007
OCCUPIED, SEAT,0.007
OCCUPIED, SPACE,0.007
OCCUPIED, STAYED,0.007
OCCUPIED, UNVACCANT,0.007
OCCUPIED, WATER,0.007
OCCUPIED, WIGGLE,0.007
OCCUPIED, WORK,0.007
OCCUPIED, WORRIED,0.007
OCEAN, DARKNESS,0.006
OCEAN, DESCENT,0.006
OCEAN, DRAIN,0.006
OCEAN, EXPANSE,0.006
OCEAN, FISH,0.006
OCEAN, GREEN,0.006
OCEAN, LARGE,0.006
OCEAN, LINER,0.006
OCEAN, MELLOW,0.006
OCEAN, PACIFIC,0.006
OCEAN, SAILING,0.006
OCEAN, SALTWATER,0.006
OCEAN, SHELLS,0.006
OCEAN, SPAN,0.006
OCEAN, SUMMER,0.006
OCEAN, SWIM,0.006
OCEAN, TIDE,0.006
OCEAN, VAST,0.006
OCEAN, WAVY,0.006
OCTOPUS, AMUSING,0.01
OCTOPUS, ANIMAL,0.01
OCTOPUS, BEAK,0.01
OCTOPUS, DANGER,0.01
OCTOPUS, FOOD,0.01
OCTOPUS, INK,0.01
OCTOPUS, SALT WATER,0.01
OCTOPUS, SLIMY,0.01
OCTOPUS, SNAKE,0.01
OCTOPUS, SPIDER,0.01
OCTOPUS, SUCTION,0.01
OCTOPUS, UGLY,0.01
OCTOPUS, WHALE,0.01
ODD, BALL,0.007
ODD, BLOCK,0.007
ODD, ECCENTRIC,0.007
ODD, END,0.007
ODD, FAMILIAR,0.007
ODD, FEATURE,0.007
ODD, FRIENDS,0.007
ODD, GALE,0.007
ODD, HOURS,0.007
ODD, INDIFFERENT,0.007
ODD, NORMAL,0.007
ODD, ORDINARY,0.007
ODD, ORIGINAL,0.007
ODD, PECULIAR,0.007
ODD, RARE,0.007
ODD, SAME,0.007
ODD, SILLY,0.007
ODD, UNFAMILIAR,0.007
ODD, USUAL,0.007
ODDS, AWARD,0.007
ODDS, BAD,0.007
ODDS, FAVOR,0.007
ODDS, FEW,0.007
ODDS, GOOD,0.007
ODDS, GUYS,0.007
ODDS, HORSE RACING,0.007
ODDS, LAND A MILLION,0.007
ODDS, LIKELIHOOD,0.007
ODDS, LOTTERY,0.007
ODDS, NARROW,0.007
ODDS, POOR,0.007
ODDS, SPORTS,0.007
ODDS, STRAIGHT,0.007
ODDS, THREE,0.007
ODDS, UNEVEN,0.007
ODDS, UNUSUAL,0.007
ODDS, WEATHER,0.007
ODDS, WIN,0.007
ODOR, AROMA,0.008
ODOR, BAD,0.008
ODOR, BAN,0.008
ODOR, BODY,0.008
ODOR, DIRT,0.008
ODOR, DOG,0.008
ODOR, DOPE,0.008
ODOR, EATERS,0.008
ODOR, FOUL,0.008
ODOR, FUNK,0.008
ODOR, GYM,0.008
ODOR, MUSTARD,0.008
ODOR, REMOVER,0.008
ODOR, SCENT,0.008
ODOR, YUCK,0.008
OFF, BEAT,0.007
OFF, FINISHED,0.007
OFF, IMMOBILE,0.007
OFF, LIMIT,0.007
OFF, LOSE,0.007
OFF, NEGATIVE,0.007
OFF, SWITCH,0.007
OFFEND, APOLOGIZE,0.006
OFFEND, ARGUE,0.006
OFFEND, BETRAY,0.006
OFFEND, BRUISE,0.006
OFFEND, BURP,0.006
OFFEND, CONSOLE,0.006
OFFEND, CRITICISM,0.006
OFFEND, CUSS,0.006
OFFEND, DEFENSE,0.006
OFFEND, DEFENSIVE,0.006
OFFEND, DELIGHT,0.006
OFFEND, DENOUNCE,0.006
OFFEND, DIRTY JOKE,0.006
OFFEND, DISGRACE,0.006
OFFEND, DOWNGRADE,0.006
OFFEND, FLATTER,0.006
OFFEND, FOUL,0.006
OFFEND, FRIEND,0.006
OFFEND, FUNNY,0.006
OFFEND, GOAL,0.006
OFFEND, IMPOSE,0.006
OFFEND, IRRITATE,0.006
OFFEND, JAIL,0.006
OFFEND, LAUGH,0.006
OFFEND, LAW,0.006
OFFEND, LAWYER,0.006
OFFEND, MADDEN,0.006
OFFEND, ORDER,0.006
OFFEND, PLEASE,0.006
OFFEND, PROTECT,0.006
OFFEND, RECONCILE,0.006
OFFEND, REJECT,0.006
OFFEND, RETREAT,0.006
OFFEND, RUSTY,0.006
OFFEND, SEX,0.006
OFFEND, SOMEONE,0.006
OFFEND, STINK,0.006
OFFEND, UGLY,0.006
OFFEND, WITHDRAW,0.006
OFFEND, WRONG,0.006
OFFENSE, AGAINST,0.007
OFFENSE, BAD,0.007
OFFENSE, CRIMINAL,0.007
OFFENSE, ENEMY,0.007
OFFENSE, FAKE,0.007
OFFENSE, FIGHT,0.007
OFFENSE, FOUL,0.007
OFFENSE, GREASY,0.007
OFFENSE, HIT,0.007
OFFENSE, KARATE,0.007
OFFENSE, NUDE,0.007
OFFENSE, PROTEST,0.007
OFFENSE, SCORE,0.007
OFFENSE, SOCCER,0.007
OFFENSE, TICKET,0.007
OFFENSE, TROUBLE,0.007
OFFENSE, VERBAL,0.007
OFFENSE, WRONG,0.007
OFFICE, ADMINISTRATION,0.007
OFFICE, BOX,0.007
OFFICE, BUREAU,0.007
OFFICE, CLUTTERED,0.007
OFFICE, COMPANY,0.007
OFFICE, DEAN,0.007
OFFICE, DEN,0.007
OFFICE, DOOR,0.007
OFFICE, FILE,0.007
OFFICE, HELP,0.007
OFFICE, HOME,0.007
OFFICE, JOB,0.007
OFFICE, LAWYER,0.007
OFFICE, LINES,0.007
OFFICE, MAN,0.007
OFFICE, MATERIAL,0.007
OFFICE, MONEY,0.007
OFFICE, NUMBER,0.007
OFFICE, OWN,0.007
OFFICE, PAPERWORK,0.007
OFFICE, PEN,0.007
OFFICE, PENCIL,0.007
OFFICE, POLICE,0.007
OFFICE, PRESIDENT,0.007
OFFICE, QUIET,0.007
OFFICE, STORE,0.007
OFFICE, SUIT,0.007
OFFICE, TEACHER,0.007
OFFICE, TYPE,0.007
OFFICE, VISIT,0.007
OFFICE, WINDOW,0.007
OFFICER, BIG DEAL,0.007
OFFICER, BLUE,0.007
OFFICER, CANDIDATE,0.007
OFFICER, CAR,0.007
OFFICER, CRIMINAL,0.007
OFFICER, DAD,0.007
OFFICER, DISCIPLINED,0.007
OFFICER, ENLISTED,0.007
OFFICER, FASCIST,0.007
OFFICER, GUN,0.007
OFFICER, HEAD,0.007
OFFICER, HELPFUL,0.007
OFFICER, LEADER,0.007
